"safegraph_place_id","parent_safegraph_place_id","location_name","brands","latitude","longitude","street_address","city","region","postal_code","iso_country_code","polygon_wkt","polygon_class","includes_parking_lot","is_synthetic"
sg:4511404f9a5b4711917074630ca581cb,,Welcoming Center For New Pennsylvanians,,39.956466,-75.160215,211 N 13th St Fl 4,Philadelphia,PA,19107,US,"POLYGON ((-75.160367 39.956715, -75.160049 39.956672, -75.160116 39.956373, -75.160114 39.956358, -75.160123 39.956319, -75.160435 39.95636, -75.160452 39.956363, -75.160405 39.956574, -75.160418 39.956576, -75.1604 39.956656, -75.160386 39.956655, -75.160373 39.956716, -75.160367 39.956715))",SHARED_POLYGON,false,false
sg:721c061a68bc438c88a671cb7960924e,,Jefferson Medical And Health Science Bookstore,,39.950281,-75.157559,1009 Chestnut St,Philadelphia,PA,19107,US,"POLYGON ((-75.15758737921715 39.95038260275121, -75.15750154852873 39.95037129374059, -75.15753507614141 39.950180068368674, -75.15761286020279 39.95019137741093, -75.15758737921715 39.95038260275121))",OWNED_POLYGON,,false
sg:a0fa57aaa4d7481cbd864dd17bc0382d,,W XYZ Bar,,39.954662,-75.162861,101 N Broad St,Philadelphia,PA,19107,US,"POLYGON ((-75.162876 39.954752, -75.16267 39.954725, -75.16273 39.954463, -75.162955 39.954493, -75.162941 39.954553, -75.162935 39.954552, -75.162902 39.954695, -75.162908 39.954696, -75.162892 39.954755, -75.162876 39.954752))",SHARED_POLYGON,false,false
sg:83851f08107f485abc50027c3e9fdbbb,,The Capital Grille,The Capital Grille,39.950707,-75.163622,1338 Chestnut St # 46,Philadelphia,PA,19107,US,"POLYGON ((-75.16367599372188 39.95081254939923, -75.1635351777486 39.95078993151829, -75.16356870536129 39.95060384775922, -75.16370683912555 39.95062440952545, -75.16367599372188 39.95081254939923))",OWNED_POLYGON,,false
sg:48ab558bf050478b8d2e0e833c1bee7b,,Effie's Restaurant,,39.945113,-75.160611,1127 Pine St,Philadelphia,PA,19107,US,"POLYGON ((-75.16062789621037 39.94515165312825, -75.16057928117198 39.94514676931865, -75.16059369804543 39.94507325508979, -75.16064231308383 39.94507839594752, -75.16062789621037 39.94515165312825))",OWNED_POLYGON,false,false
sg:ba24745c49f74dbf99f5ce8a72d419fb,,Nom Wah Philadelphia,,39.95661,-75.160783,218 N 13th St,Philadelphia,PA,19107,US,"POLYGON ((-75.160559 39.956596, -75.160568 39.956547, -75.160971 39.956599, -75.160961 39.956647, -75.160559 39.956596))",SHARED_POLYGON,false,false
sg:9eaa3a215fab4b7793f97425fa53e0e4,,Beck's Cajun Cafe,,39.953558,-75.158964,51 N 12th St Reading Terminal Market,Philadelphia,PA,19107,US,"POLYGON ((-75.161439 39.956038, -75.160445 39.955912, -75.159267 39.955763, -75.159272 39.95574, -75.158855 39.955687, -75.158848 39.95572, -75.158207 39.955639, -75.157989 39.955611, -75.157771 39.955584, -75.15777 39.95557, -75.157665 39.955556, -75.157669 39.955537, -75.157597 39.955527, -75.157675 39.955164, -75.157659 39.955162, -75.157668 39.955117, -75.157646 39.955114, -75.157663 39.955038, -75.157654 39.955011, -75.157675 39.954982, -75.157698 39.954872, -75.15769 39.954845, -75.157711 39.954819, -75.157734 39.954709, -75.157727 39.954679, -75.157747 39.954654, -75.15777 39.954545, -75.157762 39.954516, -75.157782 39.954491, -75.157806 39.954379, -75.157799 39.95435, -75.157819 39.954327, -75.157842 39.954217, -75.157835 39.954186, -75.157855 39.954162, -75.157871 39.954086, -75.157891 39.954089, -75.157904 39.954029, -75.157949 39.954034, -75.157958 39.953991, -75.157938 39.953988, -75.157905 39.953952, -75.157951 39.953926, -75.157972 39.953929, -75.157976 39.953912, -75.158133 39.953932, -75.158136 39.95392, -75.1582 39.953912, -75.158234 39.953922, -75.158256 39.953937, -75.158253 39.953948, -75.158336 39.953959, -75.158345 39.953916, -75.158637 39.953953, -75.158675 39.953778, -75.158425 39.953747, -75.158426 39.953746, -75.158613 39.95287, -75.158634 39.952773, -75.158695 39.952468, -75.159661 39.952594, -75.159601 39.952869, -75.159605 39.952869, -75.159591 39.952919, -75.159541 39.953144, -75.159534 39.95318, -75.159444 39.953594, -75.159392 39.953837, -75.159382 39.953869, -75.159117 39.953835, -75.15908 39.954008, -75.159221 39.954026, -75.15922 39.954029, -75.159295 39.954059, -75.159363 39.954078, -75.15936 39.95409, -75.15947 39.954104, -75.159473 39.954091, -75.159535 39.954092, -75.159629 39.954081, -75.15997 39.954124, -75.15996 39.954168, -75.160214 39.9542, -75.160232 39.954193, -75.160273 39.95419, -75.160308 39.954201, -75.160324 39.954214, -75.160572 39.954246, -75.160575 39.954236, -75.160602 39.954228, -75.160641 39.954227, -75.160675 39.954237, -75.160698 39.954252, -75.160696 39.954262, -75.160818 39.954278, -75.16082 39.954285, -75.160854 39.954289, -75.160852 39.9543, -75.160875 39.954303, -75.160907 39.95434, -75.160859 39.954366, -75.160839 39.954364, -75.160836 39.954378, -75.161109 39.954412, -75.161091 39.954402, -75.161052 39.954361, -75.161103 39.954335, -75.161122 39.954338, -75.161125 39.954323, -75.161262 39.95434, -75.161289 39.954326, -75.161332 39.954325, -75.161366 39.954335, -75.16139 39.95435, -75.161389 39.954358, -75.161648 39.954391, -75.161698 39.954384, -75.161744 39.954404, -75.162074 39.954446, -75.162096 39.954437, -75.162129 39.954437, -75.162156 39.954445, -75.162175 39.954462, -75.162438 39.954495, -75.162437 39.954501, -75.162567 39.954517, -75.162569 39.954508, -75.162632 39.954516, -75.162613 39.954612, -75.162651 39.954617, -75.162633 39.954702, -75.162639 39.954703, -75.162609 39.954829, -75.162789 39.954854, -75.162764 39.95495, -75.162786 39.954953, -75.162717 39.955276, -75.162625 39.955703, -75.162657 39.95571, -75.162605 39.955949, -75.162599 39.955959, -75.162508 39.955948, -75.162429 39.956078, -75.162193 39.956049, -75.162173 39.956132, -75.161675 39.956068, -75.161613 39.956061, -75.161439 39.956038))",SHARED_POLYGON,false,false
sg:173b6e66214d4c97bc45f2ddad072901,,Mr deer the camp,,39.954783,-75.15694,1023 Cherry St,Philadelphia,PA,19107,US,"POLYGON ((-75.156881 39.954901, -75.156935 39.954654, -75.156999 39.954665, -75.156947 39.95491, -75.156881 39.954901))",OWNED_POLYGON,false,false
sg:d0638293c0974e2296cbb098238dba65,,Lantern Theater Company,,39.950924,-75.156178,923 Ludlow St,Philadelphia,PA,19107,US,"POLYGON ((-75.155994 39.951301, -75.15608 39.950891, -75.156344 39.950922, -75.156389 39.950728, -75.156449 39.950736, -75.156453 39.95073, -75.156774 39.95077, -75.156806 39.950766, -75.156814 39.950792, -75.156796 39.9508, -75.156776 39.950898, -75.156788 39.95091, -75.156785 39.950924, -75.156768 39.950931, -75.156753 39.951004, -75.156704 39.950998, -75.156702 39.951006, -75.156624 39.950996, -75.156625 39.950989, -75.156397 39.950961, -75.156394 39.950966, -75.156337 39.950958, -75.156326 39.951007, -75.156248 39.951333, -75.156214 39.951329, -75.15621 39.951338, -75.156114 39.951326, -75.156116 39.951316, -75.155994 39.951301))",SHARED_POLYGON,false,false
sg:c7d556d57e30473cb9306c053b365bba,,Jefferson Hospital Cardiology,,39.950548,-75.156531,925 Chestnut St Mezzanine Floor,Philadelphia,PA,19107,US,"POLYGON ((-75.156053 39.95058, -75.156094 39.9504, -75.156272 39.950422, -75.156286 39.950354, -75.156279 39.950354, -75.156345 39.950032, -75.156966 39.950108, -75.1569 39.950431, -75.156848 39.950425, -75.15685 39.950412, -75.156634 39.950386, -75.156636 39.950407, -75.156627 39.950451, -75.156618 39.95045, -75.156613 39.950476, -75.156801 39.950499, -75.156802 39.950492, -75.15689 39.950502, -75.156852 39.950685, -75.156456 39.950637, -75.156458 39.950629, -75.156053 39.95058))",SHARED_POLYGON,false,false
sg:46a16922290544d2845fb65c0f9dac4d,,FedEx,FedEx,39.951698,-75.160444,1200 Market St,Philadelphia,PA,19107,US,"POLYGON ((-75.160302 39.951872, -75.160039 39.951839, -75.160118 39.951467, -75.160059 39.951459, -75.160081 39.951353, -75.160089 39.951354, -75.160095 39.951324, -75.160068 39.95132, -75.160127 39.95104, -75.160145 39.951042, -75.160162 39.950962, -75.160626 39.95102, -75.160627 39.951021, -75.160545 39.951412, -75.160577 39.951416, -75.160563 39.951483, -75.160487 39.951877, -75.160411 39.951867, -75.160414 39.951853, -75.160317 39.951841, -75.160311 39.951873, -75.160302 39.951872))",SHARED_POLYGON,false,false
sg:bfd54a46391a498a8980415bdbec6ba6,,7-Eleven,7-Eleven,39.952485,-75.162281,1319 Market St,Philadelphia,PA,19107,US,"POLYGON ((-75.16238175561325 39.95246730833316, -75.16236607200061 39.9525324116315, -75.16217965847407 39.95250362596009, -75.16219441062366 39.95244091427679, -75.16238175561325 39.95246730833316))",OWNED_POLYGON,false,false
sg:3ff36551ab3c414aac2f8740c0bf02ad,,Burlington,Burlington,39.952224,-75.15772,833 Market St,Philadelphia,PA,19107,US,"POLYGON ((-75.1573150127571 39.9525914131628, -75.15748130971602 39.95178129819548, -75.1581250398796 39.95185737538998, -75.15795606071165 39.95267571391534, -75.1573150127571 39.9525914131628))",OWNED_POLYGON,false,false
sg:48f6b64e7fc04e02ac1ac0e077a0d24e,,Franklin Flea,,39.951737,-75.154084,801 Market St,Philadelphia,PA,19107,US,"POLYGON ((-75.153081 39.953068, -75.153246 39.952311, -75.153262 39.952236, -75.153497 39.952266, -75.153529 39.952121, -75.153477 39.952114, -75.153528 39.951877, -75.153514 39.951875, -75.15359 39.951522, -75.153606 39.951524, -75.153658 39.951282, -75.153792 39.951299, -75.153794 39.951292, -75.153885 39.951304, -75.153888 39.951292, -75.153941 39.951299, -75.153941 39.951293, -75.154016 39.951303, -75.154015 39.951308, -75.154288 39.951342, -75.154339 39.951351, -75.154337 39.951364, -75.15447 39.951381, -75.154473 39.951368, -75.154723 39.9514, -75.154725 39.951411, -75.155068 39.951455, -75.155033 39.951613, -75.154986 39.951607, -75.154975 39.951659, -75.155189 39.951686, -75.155186 39.951701, -75.155294 39.951715, -75.155311 39.951636, -75.155422 39.95165, -75.155455 39.951495, -75.156617 39.951643, -75.156575 39.951841, -75.156762 39.951865, -75.156791 39.951728, -75.156852 39.951736, -75.156944 39.951686, -75.15757 39.951766, -75.157747 39.951788, -75.157749 39.951777, -75.158038 39.951814, -75.158036 39.951822, -75.158212 39.951844, -75.15803 39.95269, -75.157909 39.952678, -75.157558 39.952631, -75.157555 39.952646, -75.157465 39.952635, -75.157468 39.95262, -75.157385 39.95261, -75.156633 39.952515, -75.156677 39.952311, -75.156479 39.952286, -75.156435 39.952491, -75.155676 39.952394, -75.155647 39.95253, -75.155691 39.952535, -75.155686 39.952559, -75.155961 39.952594, -75.155965 39.952575, -75.156043 39.952585, -75.156043 39.952608, -75.156357 39.952648, -75.156287 39.952977, -75.155969 39.952937, -75.155964 39.952958, -75.155887 39.952948, -75.155891 39.952928, -75.155366 39.952861, -75.155362 39.952883, -75.155285 39.952873, -75.155285 39.952852, -75.155022 39.952818, -75.155017 39.952844, -75.154965 39.952838, -75.15497 39.952812, -75.154934 39.952808, -75.155006 39.952473, -75.155357 39.952518, -75.155362 39.952497, -75.15544 39.952507, -75.155435 39.952529, -75.155507 39.952538, -75.155513 39.952512, -75.155576 39.95252, -75.155604 39.952388, -75.155041 39.952316, -75.155053 39.952257, -75.154896 39.952237, -75.154883 39.952295, -75.15358 39.952128, -75.153548 39.952274, -75.153584 39.952279, -75.153574 39.952327, -75.153664 39.952299, -75.153699 39.952293, -75.153753 39.952298, -75.153799 39.952325, -75.153822 39.952353, -75.153834 39.952384, -75.153828 39.952423, -75.153807 39.952453, -75.153779 39.952473, -75.153746 39.952485, -75.153682 39.952775, -75.153604 39.953135, -75.15321 39.953085, -75.153081 39.953068), (-75.15373 39.952346, -75.153675 39.952347, -75.153649 39.952364, -75.15364 39.952382, -75.153643 39.952411, -75.15366 39.952432, -75.153692 39.952441, -75.153725 39.952437, -75.153748 39.952424, -75.153764 39.952405, -75.153764 39.952377, -75.15373 39.952346))",SHARED_POLYGON,false,false
sg:b7ea38df71614a49988926a631a3aa64,,Eye Encounters,,39.952454,-75.162309,1325 Market St,Philadelphia,PA,19107,US,"POLYGON ((-75.162102 39.952867, -75.162164 39.952578, -75.162144 39.95257, -75.162189 39.952355, -75.162413 39.952383, -75.162305 39.952893, -75.162102 39.952867))",SHARED_POLYGON,false,false
sg:95c59d100f0741178ff72c79868457d9,sg:4dded547308a4414b57bbb493c4eddae,Scott Memorial Library,,39.948261,-75.158199,1020 Walnut St,Philadelphia,PA,19107,US,"POLYGON ((-75.157945 39.948112, -75.157949 39.948091, -75.157962 39.94808, -75.158493 39.948146, -75.158505 39.94816, -75.158449 39.948434, -75.158437 39.948439, -75.157901 39.948373, -75.157893 39.948362, -75.157945 39.948112))",OWNED_POLYGON,false,false
sg:ba58e05d35df4dfc860a059db9c78c8b,,Mikaelian Diran O MD,,39.950264,-75.156648,925 Chestnut St,Philadelphia,PA,19107,US,"POLYGON ((-75.156053 39.95058, -75.156094 39.9504, -75.156272 39.950422, -75.156286 39.950354, -75.156279 39.950354, -75.156345 39.950032, -75.156966 39.950108, -75.1569 39.950431, -75.156848 39.950425, -75.15685 39.950412, -75.156634 39.950386, -75.156636 39.950407, -75.156627 39.950451, -75.156618 39.95045, -75.156613 39.950476, -75.156801 39.950499, -75.156802 39.950492, -75.15689 39.950502, -75.156852 39.950685, -75.156456 39.950637, -75.156458 39.950629, -75.156053 39.95058))",SHARED_POLYGON,false,false
sg:02763894d8b94b1995278dd470051cbd,,La Madeleine,La Madeleine,39.952149,-75.158544,1101 Market St,Philadelphia,PA,19107,US,"POLYGON ((-75.15863 39.952772, -75.158201 39.952718, -75.158189 39.952716, -75.158225 39.952549, -75.15823 39.952549, -75.158307 39.952193, -75.158311 39.952189, -75.158338 39.952065, -75.158333 39.952047, -75.15837 39.951875, -75.158774 39.951926, -75.158801 39.951942, -75.158695 39.952468, -75.158634 39.952773, -75.15863 39.952772))",SHARED_POLYGON,false,false
sg:c1252a3bffea4213bba0e91c68fe3f79,,Strangelove's,,39.948077,-75.159292,216 S 11th St,Philadelphia,PA,19107,US,"POLYGON ((-75.159347 39.948126, -75.159179 39.948104, -75.159193 39.948051, -75.159602 39.948102, -75.159593 39.948146, -75.159349 39.948116, -75.159347 39.948126))",OWNED_POLYGON,false,false
sg:239ff9b023364000a2dc58946def012f,,Terence Gannon Nationwide Insurance,,39.954125,-75.154762,124 N 9th St,Philadelphia,PA,19107,US,"POLYGON ((-75.15490055522892 39.95410257850717, -75.15488722458666 39.95417557964603, -75.15462300000002 39.95414699999999, -75.15463633064229 39.95407399886113, -75.15490055522892 39.95410257850717))",OWNED_POLYGON,false,false
sg:d243adbe7670422a93f83eba01abc039,,Printers Place,,39.949007,-75.162657,1310 Walnut St,Philadelphia,PA,19107,US,"POLYGON ((-75.16268919222051 39.94909002213544, -75.1626016851514 39.94907845588328, -75.16262314282352 39.948929379569094, -75.16271165572101 39.94893503419381, -75.16268919222051 39.94909002213544))",OWNED_POLYGON,,false
sg:ff6fa1d85a0c4693b8fa7f4c4d6fa5c2,,Auntie Anne's,Auntie Anne's,39.949674,-75.15621,910 Chestnut St,Philadelphia,PA,19107,US,"POLYGON ((-75.15622812167015 39.949840323099814, -75.15612351551857 39.94982490159896, -75.1561912412962 39.949511844380105, -75.15629651800003 39.949523667585154, -75.15622812167015 39.949840323099814))",OWNED_POLYGON,false,false
sg:230a43b91f4149278f8829eb0cd99144,,Thai Relax Spa,,39.95316,-75.156594,46 N 10th St,Philadelphia,PA,19107,US,"POLYGON ((-75.156499 39.953074, -75.156765 39.953108, -75.156742 39.953212, -75.156598 39.953193, -75.156594 39.953204, -75.156476 39.953188, -75.156499 39.953074))",SHARED_POLYGON,false,false
sg:5ea9ee4c822e46eaa9d6ba846c8ae817,,Hunger Burger,,39.953264,-75.158918,Reading Terminal Market 1136 Arch St 427,Philadelphia,PA,19107,US,"POLYGON ((-75.161439 39.956038, -75.160445 39.955912, -75.159267 39.955763, -75.159272 39.95574, -75.158855 39.955687, -75.158848 39.95572, -75.158207 39.955639, -75.157989 39.955611, -75.157771 39.955584, -75.15777 39.95557, -75.157665 39.955556, -75.157669 39.955537, -75.157597 39.955527, -75.157675 39.955164, -75.157659 39.955162, -75.157668 39.955117, -75.157646 39.955114, -75.157663 39.955038, -75.157654 39.955011, -75.157675 39.954982, -75.157698 39.954872, -75.15769 39.954845, -75.157711 39.954819, -75.157734 39.954709, -75.157727 39.954679, -75.157747 39.954654, -75.15777 39.954545, -75.157762 39.954516, -75.157782 39.954491, -75.157806 39.954379, -75.157799 39.95435, -75.157819 39.954327, -75.157842 39.954217, -75.157835 39.954186, -75.157855 39.954162, -75.157871 39.954086, -75.157891 39.954089, -75.157904 39.954029, -75.157949 39.954034, -75.157958 39.953991, -75.157938 39.953988, -75.157905 39.953952, -75.157951 39.953926, -75.157972 39.953929, -75.157976 39.953912, -75.158133 39.953932, -75.158136 39.95392, -75.1582 39.953912, -75.158234 39.953922, -75.158256 39.953937, -75.158253 39.953948, -75.158336 39.953959, -75.158345 39.953916, -75.158637 39.953953, -75.158675 39.953778, -75.158425 39.953747, -75.158426 39.953746, -75.158613 39.95287, -75.158634 39.952773, -75.158695 39.952468, -75.159661 39.952594, -75.159601 39.952869, -75.159605 39.952869, -75.159591 39.952919, -75.159541 39.953144, -75.159534 39.95318, -75.159444 39.953594, -75.159392 39.953837, -75.159382 39.953869, -75.159117 39.953835, -75.15908 39.954008, -75.159221 39.954026, -75.15922 39.954029, -75.159295 39.954059, -75.159363 39.954078, -75.15936 39.95409, -75.15947 39.954104, -75.159473 39.954091, -75.159535 39.954092, -75.159629 39.954081, -75.15997 39.954124, -75.15996 39.954168, -75.160214 39.9542, -75.160232 39.954193, -75.160273 39.95419, -75.160308 39.954201, -75.160324 39.954214, -75.160572 39.954246, -75.160575 39.954236, -75.160602 39.954228, -75.160641 39.954227, -75.160675 39.954237, -75.160698 39.954252, -75.160696 39.954262, -75.160818 39.954278, -75.16082 39.954285, -75.160854 39.954289, -75.160852 39.9543, -75.160875 39.954303, -75.160907 39.95434, -75.160859 39.954366, -75.160839 39.954364, -75.160836 39.954378, -75.161109 39.954412, -75.161091 39.954402, -75.161052 39.954361, -75.161103 39.954335, -75.161122 39.954338, -75.161125 39.954323, -75.161262 39.95434, -75.161289 39.954326, -75.161332 39.954325, -75.161366 39.954335, -75.16139 39.95435, -75.161389 39.954358, -75.161648 39.954391, -75.161698 39.954384, -75.161744 39.954404, -75.162074 39.954446, -75.162096 39.954437, -75.162129 39.954437, -75.162156 39.954445, -75.162175 39.954462, -75.162438 39.954495, -75.162437 39.954501, -75.162567 39.954517, -75.162569 39.954508, -75.162632 39.954516, -75.162613 39.954612, -75.162651 39.954617, -75.162633 39.954702, -75.162639 39.954703, -75.162609 39.954829, -75.162789 39.954854, -75.162764 39.95495, -75.162786 39.954953, -75.162717 39.955276, -75.162625 39.955703, -75.162657 39.95571, -75.162605 39.955949, -75.162599 39.955959, -75.162508 39.955948, -75.162429 39.956078, -75.162193 39.956049, -75.162173 39.956132, -75.161675 39.956068, -75.161613 39.956061, -75.161439 39.956038))",SHARED_POLYGON,false,false
sg:619d5b75e8f54f93852f246913c0adce,,Massage by Chand,,39.94839,-75.161253,201 S Camac St,Philadelphia,PA,19107,US,"POLYGON ((-75.16114369032046 39.94853213550168, -75.16118029848262 39.94822595814537, -75.161221 39.948231, -75.161201 39.948333, -75.161428 39.94836, -75.161386 39.948562, -75.16114369032046 39.94853213550168))",SHARED_POLYGON,false,false
sg:9cdf8f5c562242d09538265d3e333022,,Mushroom & Company,,39.953302,-75.159449,51 N 12th St Reading Terminal Market,Philadelphia,PA,19107,US,"POLYGON ((-75.161439 39.956038, -75.160445 39.955912, -75.159267 39.955763, -75.159272 39.95574, -75.158855 39.955687, -75.158848 39.95572, -75.158207 39.955639, -75.157989 39.955611, -75.157771 39.955584, -75.15777 39.95557, -75.157665 39.955556, -75.157669 39.955537, -75.157597 39.955527, -75.157675 39.955164, -75.157659 39.955162, -75.157668 39.955117, -75.157646 39.955114, -75.157663 39.955038, -75.157654 39.955011, -75.157675 39.954982, -75.157698 39.954872, -75.15769 39.954845, -75.157711 39.954819, -75.157734 39.954709, -75.157727 39.954679, -75.157747 39.954654, -75.15777 39.954545, -75.157762 39.954516, -75.157782 39.954491, -75.157806 39.954379, -75.157799 39.95435, -75.157819 39.954327, -75.157842 39.954217, -75.157835 39.954186, -75.157855 39.954162, -75.157871 39.954086, -75.157891 39.954089, -75.157904 39.954029, -75.157949 39.954034, -75.157958 39.953991, -75.157938 39.953988, -75.157905 39.953952, -75.157951 39.953926, -75.157972 39.953929, -75.157976 39.953912, -75.158133 39.953932, -75.158136 39.95392, -75.1582 39.953912, -75.158234 39.953922, -75.158256 39.953937, -75.158253 39.953948, -75.158336 39.953959, -75.158345 39.953916, -75.158637 39.953953, -75.158675 39.953778, -75.158425 39.953747, -75.158426 39.953746, -75.158613 39.95287, -75.158634 39.952773, -75.158695 39.952468, -75.159661 39.952594, -75.159601 39.952869, -75.159605 39.952869, -75.159591 39.952919, -75.159541 39.953144, -75.159534 39.95318, -75.159444 39.953594, -75.159392 39.953837, -75.159382 39.953869, -75.159117 39.953835, -75.15908 39.954008, -75.159221 39.954026, -75.15922 39.954029, -75.159295 39.954059, -75.159363 39.954078, -75.15936 39.95409, -75.15947 39.954104, -75.159473 39.954091, -75.159535 39.954092, -75.159629 39.954081, -75.15997 39.954124, -75.15996 39.954168, -75.160214 39.9542, -75.160232 39.954193, -75.160273 39.95419, -75.160308 39.954201, -75.160324 39.954214, -75.160572 39.954246, -75.160575 39.954236, -75.160602 39.954228, -75.160641 39.954227, -75.160675 39.954237, -75.160698 39.954252, -75.160696 39.954262, -75.160818 39.954278, -75.16082 39.954285, -75.160854 39.954289, -75.160852 39.9543, -75.160875 39.954303, -75.160907 39.95434, -75.160859 39.954366, -75.160839 39.954364, -75.160836 39.954378, -75.161109 39.954412, -75.161091 39.954402, -75.161052 39.954361, -75.161103 39.954335, -75.161122 39.954338, -75.161125 39.954323, -75.161262 39.95434, -75.161289 39.954326, -75.161332 39.954325, -75.161366 39.954335, -75.16139 39.95435, -75.161389 39.954358, -75.161648 39.954391, -75.161698 39.954384, -75.161744 39.954404, -75.162074 39.954446, -75.162096 39.954437, -75.162129 39.954437, -75.162156 39.954445, -75.162175 39.954462, -75.162438 39.954495, -75.162437 39.954501, -75.162567 39.954517, -75.162569 39.954508, -75.162632 39.954516, -75.162613 39.954612, -75.162651 39.954617, -75.162633 39.954702, -75.162639 39.954703, -75.162609 39.954829, -75.162789 39.954854, -75.162764 39.95495, -75.162786 39.954953, -75.162717 39.955276, -75.162625 39.955703, -75.162657 39.95571, -75.162605 39.955949, -75.162599 39.955959, -75.162508 39.955948, -75.162429 39.956078, -75.162193 39.956049, -75.162173 39.956132, -75.161675 39.956068, -75.161613 39.956061, -75.161439 39.956038))",SHARED_POLYGON,false,false
sg:81716954dd9c43ca8866041a6ac7b6b7,,Sandler's On 9th,,39.949628,-75.155366,834 Chestnut St,Philadelphia,PA,19107,US,"POLYGON ((-75.155034 39.949721, -75.155023 39.94972, -75.15503 39.94969, -75.154764 39.949655, -75.154796 39.949492, -75.154807 39.949445, -75.154854 39.949225, -75.154861 39.949226, -75.154872 39.94918, -75.154864 39.949178, -75.154899 39.949018, -75.155565 39.949104, -75.15557 39.949107, -75.155534 39.949267, -75.155518 39.949265, -75.155502 39.949334, -75.15552 39.949337, -75.15551 39.949383, -75.155531 39.949385, -75.155515 39.949458, -75.155492 39.949455, -75.155482 39.949501, -75.155458 39.949498, -75.155442 39.949569, -75.155467 39.949573, -75.155431 39.949739, -75.155129 39.9497, -75.155122 39.949733, -75.155034 39.949721))",SHARED_POLYGON,false,false
sg:b7fc11c8313e4359946f1235c17bfb19,,Law Offices Of Christian C Nduka Esq,,39.948372,-75.161965,1233 Saint James St,Philadelphia,PA,19107,US,"POLYGON ((-75.16204690220547 39.94834022118509, -75.16202544453336 39.94842041469204, -75.16188328745557 39.94840293662801, -75.16190206291867 39.94832377122331, -75.16204690220547 39.94834022118509))",OWNED_POLYGON,,false
sg:02cbc4380cec4e8c99c9ea9a493f3cfc,,Mark Watkins DO,,39.946805,-75.157535,253 S 10th St Triangle Medical,Philadelphia,PA,19107,US,"POLYGON ((-75.157556 39.946878, -75.157511 39.946869, -75.157414 39.946858, -75.157431 39.946775, -75.15768 39.946807, -75.157659 39.94689, -75.157556 39.946878))",SHARED_POLYGON,false,false
