safegraph_place_id,origin_census_block_group,estimated_visits,expected_contacts
sg:20438d4d42304d3aa2dd781621d5dd3d,421010244003,24.930567992867644,72.70784231282022
sg:20438d4d42304d3aa2dd781621d5dd3d,421010171004,24.930567992867644,72.70784231282022
sg:20438d4d42304d3aa2dd781621d5dd3d,421010201011,24.930567992867644,72.70784231282022
sg:20438d4d42304d3aa2dd781621d5dd3d,421010173002,21.36905827960084,62.70400490884379
sg:20438d4d42304d3aa2dd781621d5dd3d,421010170001,21.36905827960084,62.70400490884379
sg:20438d4d42304d3aa2dd781621d5dd3d,421010243003,21.36905827960084,62.70400490884379
sg:20438d4d42304d3aa2dd781621d5dd3d,421010169013,21.36905827960084,62.70400490884379
sg:20438d4d42304d3aa2dd781621d5dd3d,421010204001,21.36905827960084,62.70400490884379
sg:20438d4d42304d3aa2dd781621d5dd3d,421010243002,21.36905827960084,62.70400490884379
sg:20438d4d42304d3aa2dd781621d5dd3d,421010172021,21.36905827960084,62.70400490884379
sg:20438d4d42304d3aa2dd781621d5dd3d,421010202005,21.36905827960084,62.70400490884379
sg:20438d4d42304d3aa2dd781621d5dd3d,421010170002,21.36905827960084,62.70400490884379
sg:20438d4d42304d3aa2dd781621d5dd3d,421010205002,17.80754856633403,52.57250176748712
sg:20438d4d42304d3aa2dd781621d5dd3d,421010206001,17.80754856633403,52.57250176748712
sg:1a0855884867410d9650c4670c8bf194,421010353013,39.9300772444595,40.03750003036612
sg:1a0855884867410d9650c4670c8bf194,421010352001,39.9300772444595,40.03750003036612
sg:1a0855884867410d9650c4670c8bf194,421010348031,34.225780495251,35.36334620336033
sg:f6438dfd5b5a4d54a771461b54c83597,421010176021,20.970835133559703,2.029657276236979
sg:021707f815ed4ff7ab886e9004fb9250,421010291003,17.588205995646895,1.9342366153501636
sg:7df900986bbc41c99d5146c453899787,421010042012,31.73209598100905,8.28548928136382
sg:8f6e8d0b37f94c36bfea35f7e4b40c7b,421010348021,45.202787515807714,13.119994863470916
sg:cfe46098d16d4c0788014efe9e0cc05f,421010121002,32.49060916615776,4.4799911332921205
sg:e31dc1f8b05d4412a0ec10a359690364,421010356012,16.27890580200428,1.1254094435981505
sg:567909d064ee477fa402cd237ae020d7,421010096001,34.83940538427743,13.777137428829445
sg:ea10b6b63d8e4d929f486e2076d25000,421010239001,40.49492324080452,47.58480809873353
sg:ea10b6b63d8e4d929f486e2076d25000,421010245004,35.99548732515957,43.16475681667639
sg:ea10b6b63d8e4d929f486e2076d25000,421010253003,31.496051409514624,38.52791813016871
sg:ea10b6b63d8e4d929f486e2076d25000,421010240002,22.497179578224735,28.603878543801745
sg:e7411604071146fda7ba28d54a9cbc3e,421010363011,16.827243153829905,1.2227339247563
sg:c8ebcae15a83420ca857b463274d1db5,421010177022,46.3446948378107,9.535482669578954
sg:2c262095895a435da9b41071bd846830,421010118002,17.772321842646104,11.699712185243039
sg:2c262095895a435da9b41071bd846830,421010122012,14.810268202205087,10.023150648029802
sg:2c262095895a435da9b41071bd846830,421010122041,14.810268202205087,10.023150648029802
sg:2c262095895a435da9b41071bd846830,421010121002,14.810268202205087,10.023150648029802
sg:8361d18c445542149afe7ecc1a148248,421010333001,69.45047046757162,28.036741562057287
sg:ee2f6dd9900146f09f6cf26eb238033d,421010314014,28.344310315278538,6.454326025141181
sg:f7355021401c4ac9a0008d07fedc8c46,421010125001,17.031170217266514,2.586611144115011
sg:a01e555e8e3a4c1c900624e00fa0f64e,421010188007,74.88436446517443,31.78174578922798
sg:347938b87b01459d8ab78ab513f849b3,421010346001,21.865313286853883,9.609101589836168
sg:347938b87b01459d8ab78ab513f849b3,421010345022,18.741697103017614,8.677295451830568
sg:46c9a4ccc34c419f905d202104794631,421010086012,31.97780872146226,11.96434763770082
