safegraph_place_id,origin_census_block_group,estimated_visits,expected_contacts
sg:3f359eeaecdd40389abca18b6ed1fdea,421010240003,15.176321161163985,0.9709955846956991
sg:5f8b72c794c847528fbf3af6112a0b2f,420454036012,22.413917369066915,2.1990220204092377
sg:811693ea72dd4fa69120e12ab7ab7e01,421010074003,18.85913068577518,3.9401408156502633
sg:b2284212d044480aadb68f7d880144c9,420171058071,23.613042031989163,3.796069314786797
sg:c44527d17cf7415988d40fa4fbe2acf2,421010348033,32.06453104247369,6.9462759199923685
sg:20438d4d42304d3aa2dd781621d5dd3d,340076084012,14.709317734560184,9.55494394851001
sg:20438d4d42304d3aa2dd781621d5dd3d,421010101004,14.709317734560184,9.55494394851001
sg:20438d4d42304d3aa2dd781621d5dd3d,421010169021,14.709317734560184,9.55494394851001
sg:20438d4d42304d3aa2dd781621d5dd3d,421010202004,14.709317734560184,9.55494394851001
sg:20438d4d42304d3aa2dd781621d5dd3d,421010204003,14.709317734560184,9.55494394851001
sg:66f7b643197c4dfbb65849f489b04d84,421010299004,12.64748425557735,2.5762256075408576
sg:66f7b643197c4dfbb65849f489b04d84,421010307003,12.64748425557735,2.5762256075408576
sg:80346a7126ad4ccf968a77a4323a585b,421010311023,31.272904998618593,10.281934778076508
sg:80346a7126ad4ccf968a77a4323a585b,421010293001,20.848603332412395,7.84746115994194
sg:9f4f4582efd7492a963b7bd92d41f213,420454103013,14.403375468144569,2.9749388326940247
sg:9f4f4582efd7492a963b7bd92d41f213,421010021002,14.403375468144569,2.9749388326940247
sg:a79a0dc8ce0847ea805c09418abc496e,421010085007,64.57149865079194,19.22476478563513
sg:c4f897c5aa81401e9303b52c5c3021c3,421010109001,24.065437019442655,4.09675135940883
sg:2c262095895a435da9b41071bd846830,421010265002,12.580928403437737,5.107663065489672
sg:2c262095895a435da9b41071bd846830,421010100004,12.580928403437737,5.107663065489672
sg:2c262095895a435da9b41071bd846830,421010119004,12.580928403437737,5.107663065489672
sg:439b6e8bde624022b7bbd60ac0b11d0c,421010036003,22.501789971924453,2.285792043795882
sg:5e3bc62514a14c16b2710d388970668f,421010188001,18.38321546117508,1.4591315475761157
sg:655b4fe8082b4c9b86098fb8edf6f972,420454007001,18.605465281604403,12.15568667624188
sg:8361d18c445542149afe7ecc1a148248,390351056022,42.71718534682839,5353.836353924958
sg:8361d18c445542149afe7ecc1a148248,421010168006,35.59765445569032,4481.11047257381
sg:8361d18c445542149afe7ecc1a148248,390351871032,35.59765445569032,4481.11047257381
sg:8361d18c445542149afe7ecc1a148248,421010085007,32.03788901012129,4041.810505252785
sg:8361d18c445542149afe7ecc1a148248,391034153002,28.478123564552256,3600.552520168124
sg:8361d18c445542149afe7ecc1a148248,390351145012,28.478123564552256,3600.552520168124
sg:8361d18c445542149afe7ecc1a148248,421010179004,24.918358118983225,3157.3365173198295
sg:8361d18c445542149afe7ecc1a148248,421010038002,24.918358118983225,3157.3365173198295
sg:8361d18c445542149afe7ecc1a148248,390351881041,21.358592673414194,2712.1624967079
sg:8361d18c445542149afe7ecc1a148248,420912030002,17.79882722784516,2265.0304583323364
sg:8361d18c445542149afe7ecc1a148248,421010308003,14.239061782276128,1815.940402193138
sg:8361d18c445542149afe7ecc1a148248,360471144004,14.239061782276128,1815.940402193138
sg:8361d18c445542149afe7ecc1a148248,421010029003,14.239061782276128,1815.940402193138
