origin_cbg,destination_cbg,expected_contacts
100030168041,100030168041,1.2345435495142787
100030168041,340076114002,1.2345435495142787
100030168041,340155022002,2.2040223008862347
100030168041,361090004001,1.8366852507385287
100030168041,420293003012,1.2345435495142787
100030168041,420454076001,1.2345435495142787
100030168041,420454078034,1.8366852507385287
100030168041,420454097011,1.2345435495142787
100030168041,420454097021,1.4182120745881317
100030168041,420912003051,1.2345435495142787
100030168041,421010055001,1.8366852507385287
100030168041,421010055002,1.8366852507385287
100030168041,421010061001,2.2040223008862347
100030168041,421010088011,2.2040223008862347
100030168041,421010088022,1.8366852507385287
100030168041,421010088023,1.9692176498096903
100030168041,421010090002,1.8366852507385287
100030168041,421010090004,1.8366852507385287
100030168041,421010146001,1.8366852507385287
100030168041,421010369002,2.2040223008862347
100030168041,421019804001,2.1528861748835433
201550018002,201550018002,43.66889985335496
201550018002,420171002082,10.446119982901063
201550018002,420454003013,16.59461398744344
201550018002,420454023001,10.371633742152152
201550018002,420454024001,12.44596049058258
201550018002,420454105001,14.520287239013012
201550018002,421010055001,10.371633742152152
201550018002,421010063003,10.371633742152152
201550018002,421010064002,12.44596049058258
201550018002,421010071023,18.66894073587387
201550018002,421010071025,10.371633742152152
201550018002,421010081011,10.371633742152152
201550018002,421010082002,12.44596049058258
201550018002,421010082005,12.44596049058258
201550018002,421010082006,10.371633742152152
201550018002,421010082007,16.59461398744344
201550018002,421010083011,12.44596049058258
201550018002,421010091002,69.77264759898107
201550018002,421010094002,16.35399919834381
201550018002,421010098011,10.371633742152152
201550018002,421010098022,14.520287239013012
201550018002,421010100001,10.371633742152152
201550018002,421010241001,5.9823654561916575
201550018002,421010308003,4.463754526709405
201550018002,421010315011,3.481492708956702
201550018002,421010315012,3.9278681616276425
201550018002,421010315022,6.249256337393167
201550018002,421010323003,6.249256337393167
201550018002,421010326004,4.463754526709405
201550018002,421010329001,3.9278681616276425
201550018002,421010329002,5.356505432051285
201550018002,421010330007,4.463754526709405
201550018002,421010331012,5.356505432051285
201550018002,421010331014,4.463754526709405
201550018002,421010331021,3.481492708956702
201550018002,421010331024,6.159745424982345
201550018002,421010332001,5.356505432051285
201550018002,421010333003,5.356505432051285
201550018002,421010334001,8.391622688337048
201550018002,421010337011,6.249256337393167
201550018002,421010337013,6.606120877653285
201550018002,421010337022,8.391622688337048
201550018002,421010338005,4.820619066969524
201550018002,421010340001,4.463754526709405
201550018002,421010342001,3.481492708956702
201550018002,421010342002,4.463754526709405
201550018002,421010344001,6.249256337393167
201550018002,421010344002,4.820619066969524
201550018002,421010344003,7.142007242735048
201550018002,421010344004,4.463754526709405
201550018002,421010345011,3.9278681616276425
201550018002,421010345012,5.356505432051285
201550018002,421010345022,3.481492708956702
201550018002,421010345023,3.481492708956702
201550018002,421010346001,3.481492708956702
201550018002,421010347011,6.249256337393167
201550018002,421010347012,3.9278681616276425
201550018002,421010347021,4.463754526709405
201550018002,421010347022,6.249256337393167
201550018002,421010347023,3.9278681616276425
201550018002,421010348011,3.481492708956702
201550018002,421010348012,5.356505432051285
201550018002,421010348013,3.481492708956702
201550018002,421010348021,6.249256337393167
201550018002,421010348022,4.820619066969524
201550018002,421010348023,4.463754526709405
201550018002,421010348031,7.498871782995167
201550018002,421010348032,8.391622688337048
201550018002,421010349001,6.249256337393167
201550018002,421010349002,8.391622688337048
201550018002,421010349004,36.959651659277235
201550018002,421010353022,3.481492708956702
201550018002,421010355003,7.945247235666106
201550018002,421010356011,3.9278681616276425
201550018002,421010356012,3.481492708956702
201550018002,421010356014,5.356505432051285
201550018002,421010357012,5.356505432051285
201550018002,421010358001,3.9278681616276425
201550018002,421010359001,5.356505432051285
201550018002,421010361003,3.481492708956702
201550018002,421010362012,3.9278681616276425
201550018002,421010365012,6.249256337393167
201550018002,421019800001,53.03878479958448
201550018002,421019802001,3.481492708956702
201550018002,421019808001,30.315052214210958
201550018002,517700011001,5.356505432051285
340076114002,100030168041,2.57135935103394
340076114002,340076114002,1.2345435495142787
340076114002,340155022002,2.2040223008862347
340076114002,361090004001,1.8366852507385287
340076114002,420293003012,1.2345435495142787
340076114002,420454076001,1.2345435495142787
340076114002,420454078034,1.8366852507385287
340076114002,420454097011,1.2345435495142787
340076114002,420454097021,1.4182120745881317
340076114002,420912003051,2.57135935103394
340076114002,421010055001,1.8366852507385287
340076114002,421010055002,1.8366852507385287
340076114002,421010061001,2.2040223008862347
340076114002,421010088011,2.2040223008862347
340076114002,421010088022,1.8366852507385287
340076114002,421010088023,1.9692176498096903
340076114002,421010090002,1.8366852507385287
340076114002,421010090004,1.8366852507385287
340076114002,421010146001,1.8366852507385287
340076114002,421010369002,2.2040223008862347
340076114002,421019804001,2.1528861748835433
340155022002,100030168041,1.050875024440426
340155022002,340076114002,1.050875024440426
340155022002,340155022002,0.8945316813061467
340155022002,361090004001,1.5634334313427942
340155022002,420293003012,1.050875024440426
340155022002,420454076001,1.050875024440426
340155022002,420454078034,1.5634334313427942
340155022002,420454097011,1.050875024440426
340155022002,420454097021,1.2072183675747055
340155022002,420912003051,1.050875024440426
340155022002,421010055001,1.5634334313427942
340155022002,421010055002,1.5634334313427942
340155022002,421010061001,0.8945316813061467
340155022002,421010088011,0.8945316813061467
340155022002,421010088022,1.5634334313427942
340155022002,421010088023,1.6762483969775437
340155022002,421010090002,1.5634334313427942
340155022002,421010090004,1.5634334313427942
340155022002,421010146001,1.5634334313427942
340155022002,421010369002,0.8945316813061467
340155022002,421019804001,1.8325917401118232
360471184003,360471184003,0.7283415776728582
361090004001,100030168041,0.867206499366573
361090004001,340076114002,0.867206499366573
361090004001,340155022002,0.7381883381718672
361090004001,361090004001,0.6091701769771612
361090004001,420293003012,0.867206499366573
361090004001,420454076001,0.867206499366573
361090004001,420454078034,1.290181611947059
361090004001,420454097011,0.867206499366573
361090004001,420454097021,0.9962246605612789
361090004001,420912003051,0.867206499366573
361090004001,421010055001,0.6091701769771612
361090004001,421010055002,0.6091701769771612
361090004001,421010061001,0.7381883381718672
361090004001,421010088011,0.7381883381718672
