safegraph_place_id,origin_census_block_group,estimated_visits,expected_contacts
sg:1312ad37f88047fcaa059be9c17f21f6,340258059002,19.249084415254334,5.438988024627161
sg:1a0855884867410d9650c4670c8bf194,420912005011,20.76677632045163,44.41098636141148
sg:1a0855884867410d9650c4670c8bf194,421010359002,20.76677632045163,44.41098636141148
sg:1a0855884867410d9650c4670c8bf194,421010362012,16.6134210563613,35.84956406048494
sg:1a0855884867410d9650c4670c8bf194,517700011001,16.6134210563613,35.84956406048494
sg:1a0855884867410d9650c4670c8bf194,421010358001,16.6134210563613,35.84956406048494
sg:1a0855884867410d9650c4670c8bf194,421010353011,16.6134210563613,35.84956406048494
sg:1a0855884867410d9650c4670c8bf194,421010314021,16.6134210563613,35.84956406048494
sg:1a0855884867410d9650c4670c8bf194,421010348031,16.6134210563613,35.84956406048494
sg:1a0855884867410d9650c4670c8bf194,421010365013,16.6134210563613,35.84956406048494
sg:1a0855884867410d9650c4670c8bf194,420171003022,16.6134210563613,35.84956406048494
sg:1a0855884867410d9650c4670c8bf194,421010351001,16.6134210563613,35.84956406048494
sg:1a0855884867410d9650c4670c8bf194,421010323003,16.6134210563613,35.84956406048494
sg:1a0855884867410d9650c4670c8bf194,421010329001,16.6134210563613,35.84956406048494
sg:1a0855884867410d9650c4670c8bf194,421010337013,16.6134210563613,35.84956406048494
sg:200b8597a5f54924b0f0ffb30d2493df,420912038014,15.861331133032829,3.197074771191131
sg:200b8597a5f54924b0f0ffb30d2493df,421010122041,15.861331133032829,3.197074771191131
sg:2bb88c7e75cf42559a6a5dc4ae08d249,421010082007,15.471474463888667,4.874119380122538
sg:2bb88c7e75cf42559a6a5dc4ae08d249,421010139003,15.471474463888667,4.874119380122538
sg:534b114432ec49a1bee6cd875f5f7aad,421010170003,12.641622657720122,0.6345894500528757
sg:5dfd8069dd2047289497018cdb0251a8,421010067003,11.419734153938759,0.6507895145441102
sg:684b79235ee24e3ea586fba1f50714f0,420171002084,11.620012283908672,0.5274731432764921
sg:71f224f83b5e40209bf8b424705c3fdf,340076103001,20.13958804089595,30.650000852694923
sg:71f224f83b5e40209bf8b424705c3fdf,421010161002,20.13958804089595,30.650000852694923
sg:71f224f83b5e40209bf8b424705c3fdf,421010091001,20.13958804089595,30.650000852694923
sg:eeefbce7711b4cf29032619473066c73,421010353021,20.11987317749582,53.43360407471
sg:eeefbce7711b4cf29032619473066c73,421010161004,13.413248784997213,36.322929297815136
sg:eeefbce7711b4cf29032619473066c73,421010179004,13.413248784997213,36.322929297815136
sg:eeefbce7711b4cf29032619473066c73,421010288001,13.413248784997213,36.322929297815136
sg:eeefbce7711b4cf29032619473066c73,421010199004,13.413248784997213,36.322929297815136
sg:eeefbce7711b4cf29032619473066c73,421010379005,13.413248784997213,36.322929297815136
sg:eeefbce7711b4cf29032619473066c73,421010380001,13.413248784997213,36.322929297815136
sg:eeefbce7711b4cf29032619473066c73,421010362023,13.413248784997213,36.322929297815136
sg:eeefbce7711b4cf29032619473066c73,421010299003,13.413248784997213,36.322929297815136
sg:eeefbce7711b4cf29032619473066c73,421010158003,13.413248784997213,36.322929297815136
sg:eeefbce7711b4cf29032619473066c73,421010204003,13.413248784997213,36.322929297815136
sg:eeefbce7711b4cf29032619473066c73,421010382002,13.413248784997213,36.322929297815136
sg:eeefbce7711b4cf29032619473066c73,421010014002,13.413248784997213,36.322929297815136
sg:f6438dfd5b5a4d54a771461b54c83597,421010195022,17.088169667718827,12.706598329922663
