safegraph_place_id,origin_census_block_group,estimated_visits,expected_contacts
sg:004461a947e94c5290bd5f3e0488a16f,421010298001,26.40771154044861,128.59067655890453
sg:004461a947e94c5290bd5f3e0488a16f,421010038002,17.60514102696574,86.44820203516812
sg:004461a947e94c5290bd5f3e0488a16f,421010100001,17.60514102696574,86.44820203516812
sg:004461a947e94c5290bd5f3e0488a16f,421010240004,17.60514102696574,86.44820203516812
sg:004461a947e94c5290bd5f3e0488a16f,421010024005,17.60514102696574,86.44820203516812
sg:004461a947e94c5290bd5f3e0488a16f,421010305024,17.60514102696574,86.44820203516812
sg:004461a947e94c5290bd5f3e0488a16f,421010007002,17.60514102696574,86.44820203516812
sg:004461a947e94c5290bd5f3e0488a16f,420454003022,17.60514102696574,86.44820203516812
sg:004461a947e94c5290bd5f3e0488a16f,421010337011,17.60514102696574,86.44820203516812
sg:004461a947e94c5290bd5f3e0488a16f,421010065004,17.60514102696574,86.44820203516812
sg:004461a947e94c5290bd5f3e0488a16f,421010325004,17.60514102696574,86.44820203516812
sg:004461a947e94c5290bd5f3e0488a16f,421010277002,17.60514102696574,86.44820203516812
sg:004461a947e94c5290bd5f3e0488a16f,421010149001,17.60514102696574,86.44820203516812
sg:004461a947e94c5290bd5f3e0488a16f,340130081001,17.60514102696574,86.44820203516812
sg:004461a947e94c5290bd5f3e0488a16f,340076008001,17.60514102696574,86.44820203516812
sg:004461a947e94c5290bd5f3e0488a16f,421010300003,17.60514102696574,86.44820203516812
sg:004461a947e94c5290bd5f3e0488a16f,420454010001,17.60514102696574,86.44820203516812
sg:004461a947e94c5290bd5f3e0488a16f,421010164003,17.60514102696574,86.44820203516812
sg:004461a947e94c5290bd5f3e0488a16f,420912040081,17.60514102696574,86.44820203516812
sg:004461a947e94c5290bd5f3e0488a16f,421010107002,17.60514102696574,86.44820203516812
sg:004461a947e94c5290bd5f3e0488a16f,421010203002,17.60514102696574,86.44820203516812
sg:004461a947e94c5290bd5f3e0488a16f,420454003014,17.60514102696574,86.44820203516812
