safegraph_place_id,origin_census_block_group,estimated_visits,expected_contacts
sg:eeefbce7711b4cf29032619473066c73,421010382002,15.5715389210234,1.693884420611652
sg:ff60ab8ddf5d45af8967fa7c37cb2337,421010358003,16.058771863782486,2.0782983242869055
sg:ca9054472b2d41d9be715e11db113714,421010060001,19.98090954515619,1.9961670109187426
sg:2c262095895a435da9b41071bd846830,421010121002,16.912530379067537,5.351081008088188
sg:2c262095895a435da9b41071bd846830,421010122012,16.912530379067537,5.351081008088188
sg:8361d18c445542149afe7ecc1a148248,421010323003,38.61265570002563,8.391289868130052
sg:f7355021401c4ac9a0008d07fedc8c46,421010125002,16.809043124206326,2.7803194925994856
sg:6568d758553b43b9abddd0b9e753ccc5,421010122012,32.19631875261997,4.792346685499596
sg:20438d4d42304d3aa2dd781621d5dd3d,421010201023,26.25756956416178,28.457784865980056
sg:20438d4d42304d3aa2dd781621d5dd3d,421010173002,18.75540683154413,21.043568331459714
sg:20438d4d42304d3aa2dd781621d5dd3d,421010242004,18.75540683154413,21.043568331459714
sg:20438d4d42304d3aa2dd781621d5dd3d,421010170002,18.75540683154413,21.043568331459714
sg:20438d4d42304d3aa2dd781621d5dd3d,421010202006,18.75540683154413,21.043568331459714
sg:20438d4d42304d3aa2dd781621d5dd3d,421010172011,18.75540683154413,21.043568331459714
sg:e1e6b481bd7a44a6b3fbcba9f750f96e,421010190003,20.110667396222404,1.9208694241809807
sg:a04d16a1f22f4247a3787a41dd6cdb1f,421010281001,24.70637327056136,3.107058641684059
sg:0c3186388acc4de78d9ca05f622c667b,421010218001,19.307118879823463,1.5064835635107492
sg:53f8d5d419ba4d378b3ecb16581f528a,421010152002,28.441177438168,5.537773033418469
sg:4e834ab49f3345c994bfa9b54cd6206c,421010301002,41.01150351884505,9.507722114164112
sg:ab78ebadf0594be29cc920ab59420ed1,421010353011,108.90246346280598,761.4347136319409
sg:ab78ebadf0594be29cc920ab59420ed1,421010353012,70.00872651180384,503.2535063547089
sg:ab78ebadf0594be29cc920ab59420ed1,421010352001,70.00872651180384,503.2535063547089
sg:ab78ebadf0594be29cc920ab59420ed1,421010362033,70.00872651180384,503.2535063547089
sg:ab78ebadf0594be29cc920ab59420ed1,421010353022,38.89373695100213,285.70073103129715
sg:ab78ebadf0594be29cc920ab59420ed1,421010348032,38.89373695100213,285.70073103129715
sg:ab78ebadf0594be29cc920ab59420ed1,421010352003,35.00436325590192,257.8186460220191
sg:ab78ebadf0594be29cc920ab59420ed1,421010362023,35.00436325590192,257.8186460220191
sg:ab78ebadf0594be29cc920ab59420ed1,421010331024,31.114989560801707,229.78367476966284
sg:ab78ebadf0594be29cc920ab59420ed1,421010351001,31.114989560801707,229.78367476966284
sg:ab78ebadf0594be29cc920ab59420ed1,421010349002,27.225615865701496,201.5958172742285
