safegraph_place_id,origin_census_block_group,estimated_visits,expected_contacts
sg:2c262095895a435da9b41071bd846830,421010122042,18.057047199929585,8.182906106605476
sg:2c262095895a435da9b41071bd846830,421010122012,15.477469028511074,7.259055695071482
sg:2c262095895a435da9b41071bd846830,421010122041,12.89789085709256,6.253493225162845
sg:5e3bc62514a14c16b2710d388970668f,421010320002,16.00148560509851,1.079844367429691
sg:8361d18c445542149afe7ecc1a148248,421010333001,24.73908122869167,3.158925582979104
sg:b479eb7119af4119b18930701bce5cca,421010369002,25.412462036830302,2.9088470982929757
sg:f7355021401c4ac9a0008d07fedc8c46,421010125001,15.338334554680676,2.1344344948428287
sg:1a0855884867410d9650c4670c8bf194,421010348031,19.907524683030715,9.029152332218892
sg:1a0855884867410d9650c4670c8bf194,421010352001,19.907524683030715,9.029152332218892
sg:1a0855884867410d9650c4670c8bf194,421010348032,19.907524683030715,9.029152332218892
sg:f6438dfd5b5a4d54a771461b54c83597,421010195012,17.367675430737627,1.3904727387329545
sg:ff60ab8ddf5d45af8967fa7c37cb2337,421010357012,21.682953213206545,16.355512859772823
sg:ff60ab8ddf5d45af8967fa7c37cb2337,421010357022,16.26221490990491,12.885676315794647
sg:ff60ab8ddf5d45af8967fa7c37cb2337,421010357011,13.55184575825409,10.995997626064302
sg:ff60ab8ddf5d45af8967fa7c37cb2337,421010358001,13.55184575825409,10.995997626064302
sg:e31dc1f8b05d4412a0ec10a359690364,421010357012,23.95928419180886,6.134919998970951
sg:e31dc1f8b05d4412a0ec10a359690364,421010358002,14.974552619880537,4.4854576694093415
sg:20438d4d42304d3aa2dd781621d5dd3d,421010243002,24.322314059504738,31.925651718717212
sg:20438d4d42304d3aa2dd781621d5dd3d,421010170002,18.24173554462855,24.503219432008024
sg:20438d4d42304d3aa2dd781621d5dd3d,421010202005,18.24173554462855,24.503219432008024
sg:20438d4d42304d3aa2dd781621d5dd3d,421010173002,18.24173554462855,24.503219432008024
sg:20438d4d42304d3aa2dd781621d5dd3d,421010203002,18.24173554462855,24.503219432008024
sg:20438d4d42304d3aa2dd781621d5dd3d,421010205001,15.20144628719046,20.65225812791091
sg:20438d4d42304d3aa2dd781621d5dd3d,421010202006,15.20144628719046,20.65225812791091
sg:20438d4d42304d3aa2dd781621d5dd3d,421010172022,15.20144628719046,20.65225812791091
sg:021707f815ed4ff7ab886e9004fb9250,421010291002,23.62717206246077,21.157044474414914
sg:021707f815ed4ff7ab886e9004fb9250,421010291003,17.72037904684558,16.50682217412254
sg:021707f815ed4ff7ab886e9004fb9250,421010273002,14.76698253903798,14.02195131939851
sg:021707f815ed4ff7ab886e9004fb9250,421010291004,14.76698253903798,14.02195131939851
sg:021707f815ed4ff7ab886e9004fb9250,421010305021,14.76698253903798,14.02195131939851
sg:7df900986bbc41c99d5146c453899787,421010042012,15.210865040481991,1.5598361248272634
sg:8f6e8d0b37f94c36bfea35f7e4b40c7b,421010348021,55.457065372467355,18.66803619961932
sg:cfe46098d16d4c0788014efe9e0cc05f,421010121002,21.57863687423936,1.959682131280702
sg:4a0c7741ee964f46a282d1552702b68b,421010298004,12.969530486127443,0.6899552252840864
sg:164852e6400f458d8ec02f41e0bb14dc,420750028003,25.594135587910124,57.88616550672763
sg:164852e6400f458d8ec02f41e0bb14dc,420750030003,25.594135587910124,57.88616550672763
sg:164852e6400f458d8ec02f41e0bb14dc,420454104002,25.594135587910124,57.88616550672763
sg:164852e6400f458d8ec02f41e0bb14dc,421010349002,21.328446323258436,49.045599343039264
sg:164852e6400f458d8ec02f41e0bb14dc,420454104001,21.328446323258436,49.045599343039264
