GEOID,NAME,B01003_001_pop,B01001_002_male,B01001_026_female,B02001_002_White_alone,B02001_003_Black_or_African_American_alone,B02001_004_American_Indian_and_Alaska_Native_alone,B02001_005_Asian_alone,B02001_006_Native_Hawaiian_and_Other_Pacific_Islander_alone,B02001_007_Some_other_race_alone,B02001_008_Two_or_more_races:,B08013_001_RAVEL_TIME_TO_WORK,B01001_<20,B01001_20-34,B01001_35-54,B01001_55-74,B01001_75+,B23009_002_own_child_under18,B23009_023_no_child_under18
421010080001,"Block Group 1, Census Tract 80, Philadelphia County, Pennsylvania",959,0.08029197080291971,0.4608967674661105,0.39416058394160586,0.5046923879040668,0.0,0.020855057351407715,0.0,0.0,0.08029197080291971,,0.2064650677789364,0.30656934306569344,0.27007299270072993,0.11366006256517205,0.05005213764337852,0.4900662251655629,0.5099337748344371
421010080002,"Block Group 2, Census Tract 80, Philadelphia County, Pennsylvania",1176,0.022108843537414966,0.5773809523809523,0.39285714285714285,0.45918367346938777,0.08078231292517007,0.045068027210884355,0.0,0.0,0.022108843537414966,,0.13945578231292516,0.43537414965986393,0.17431972789115646,0.18622448979591838,0.011054421768707483,0.21637426900584794,0.783625730994152
421010080003,"Block Group 3, Census Tract 80, Philadelphia County, Pennsylvania",814,0.02457002457002457,0.4582309582309582,0.15724815724815724,0.7985257985257985,0.0,0.019656019656019656,0.0,0.0,0.02457002457002457,,0.085995085995086,0.3906633906633907,0.2641277641277641,0.1941031941031941,0.06511056511056511,0.21084337349397592,0.7891566265060241
421010080004,"Block Group 4, Census Tract 80, Philadelphia County, Pennsylvania",1210,0.16942148760330578,0.4834710743801653,0.012396694214876033,0.7727272727272727,0.0,0.02975206611570248,0.0,0.015702479338842976,0.16942148760330578,,0.40826446280991735,0.1925619834710744,0.18099173553719008,0.17355371900826447,0.032231404958677684,0.3514644351464435,0.6485355648535565
421010081011,"Block Group 1, Census Tract 81.01, Philadelphia County, Pennsylvania",1781,0.04604154969118473,0.5480067377877597,0.0,0.9539584503088153,0.0,0.0,0.0,0.0,0.04604154969118473,,0.35991016282987087,0.28298708590679394,0.24368332397529477,0.08478382930937675,0.023020774845592364,0.3394736842105263,0.6605263157894737
421010081012,"Block Group 2, Census Tract 81.01, Philadelphia County, Pennsylvania",530,0.0,0.6094339622641509,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.12075471698113208,0.09622641509433963,0.3113207547169811,0.3169811320754717,0.15471698113207547,0.28,0.72
421010081013,"Block Group 3, Census Tract 81.01, Philadelphia County, Pennsylvania",1081,0.0,0.5032377428307123,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.2849213691026827,0.2645698427382054,0.2904717853839038,0.12025901942645699,0.039777983348751156,0.21777777777777776,0.7822222222222223
421010081021,"Block Group 1, Census Tract 81.02, Philadelphia County, Pennsylvania",711,0.0,0.5625879043600562,0.012658227848101266,0.9873417721518988,0.0,0.0,0.0,0.0,0.0,,0.3206751054852321,0.39943741209563993,0.04922644163150492,0.19971870604781997,0.02109704641350211,0.330188679245283,0.6698113207547169
421010081022,"Block Group 2, Census Tract 81.02, Philadelphia County, Pennsylvania",1021,0.0,0.682664054848188,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.2850146914789422,0.21547502448579825,0.23310479921645447,0.188050930460333,0.01860920666013712,0.41025641025641024,0.5897435897435898
421010081023,"Block Group 3, Census Tract 81.02, Philadelphia County, Pennsylvania",924,0.0,0.4772727272727273,0.03354978354978355,0.9664502164502164,0.0,0.0,0.0,0.0,0.0,,0.12229437229437229,0.24567099567099568,0.3008658008658009,0.21645021645021645,0.08658008658008658,0.26666666666666666,0.7333333333333333
421010081024,"Block Group 4, Census Tract 81.02, Philadelphia County, Pennsylvania",2220,0.015765765765765764,0.44054054054054054,0.027927927927927927,0.9531531531531532,0.0,0.0,0.0,0.003153153153153153,0.015765765765765764,,0.34324324324324323,0.21756756756756757,0.2626126126126126,0.13918918918918918,0.02117117117117117,0.4053452115812918,0.5946547884187082
421010081025,"Block Group 5, Census Tract 81.02, Philadelphia County, Pennsylvania",723,0.0,0.7012448132780082,0.042876901798063624,0.9571230982019364,0.0,0.0,0.0,0.0,0.0,,0.11479944674965421,0.27385892116182575,0.1950207468879668,0.355463347164592,0.06085753803596127,0.07692307692307693,0.9230769230769231
421010082001,"Block Group 1, Census Tract 82, Philadelphia County, Pennsylvania",214,0.0,0.8317757009345794,0.004672897196261682,0.9953271028037384,0.0,0.0,0.0,0.0,0.0,,0.11682242990654206,0.004672897196261682,0.35514018691588783,0.4439252336448598,0.0,1.0,0.0
421010082002,"Block Group 2, Census Tract 82, Philadelphia County, Pennsylvania",1647,0.0,0.5525197328476017,0.008500303582270795,0.9751062537947783,0.0,0.0,0.0,0.01639344262295082,0.0,,0.24711596842744385,0.30601092896174864,0.29811778992106863,0.10686095931997572,0.02853673345476624,0.314070351758794,0.6859296482412061
421010082003,"Block Group 3, Census Tract 82, Philadelphia County, Pennsylvania",1144,0.005244755244755245,0.6118881118881119,0.005244755244755245,0.9895104895104895,0.0,0.0,0.0,0.0,0.005244755244755245,,0.16346153846153846,0.243006993006993,0.3006993006993007,0.243006993006993,0.019230769230769232,0.41106719367588934,0.5889328063241107
421010082004,"Block Group 4, Census Tract 82, Philadelphia County, Pennsylvania",423,0.04964539007092199,0.7423167848699763,0.028368794326241134,0.9219858156028369,0.0,0.0,0.0,0.0,0.04964539007092199,,0.04491725768321513,0.028368794326241134,0.18912529550827423,0.7021276595744681,0.018912529550827423,0.20454545454545456,0.7954545454545454
421010082005,"Block Group 5, Census Tract 82, Philadelphia County, Pennsylvania",449,0.0,0.5902004454342984,0.0,0.8106904231625836,0.0,0.18930957683741648,0.0,0.0,0.0,,0.24721603563474387,0.311804008908686,0.16703786191536749,0.16258351893095768,0.08240534521158129,0.6944444444444444,0.3055555555555556
421010082006,"Block Group 6, Census Tract 82, Philadelphia County, Pennsylvania",1361,0.0,0.6127847171197649,0.14033798677443057,0.8596620132255695,0.0,0.0,0.0,0.0,0.0,,0.2542248346803821,0.14180749448934607,0.41219691403379866,0.11168258633357825,0.010286554004408524,0.6259259259259259,0.37407407407407406
421010082007,"Block Group 7, Census Tract 82, Philadelphia County, Pennsylvania",795,0.01761006289308176,0.6716981132075471,0.0,0.9823899371069182,0.0,0.0,0.0,0.0,0.01761006289308176,,0.17358490566037735,0.1949685534591195,0.36477987421383645,0.14842767295597484,0.04150943396226415,0.23376623376623376,0.7662337662337663
421010083011,"Block Group 1, Census Tract 83.01, Philadelphia County, Pennsylvania",1676,0.0,0.5853221957040573,0.0065632458233890216,0.9665871121718377,0.00477326968973747,0.0220763723150358,0.0,0.0,0.0,,0.3520286396181384,0.16288782816229117,0.20823389021479713,0.22195704057279236,0.03579952267303103,0.4967105263157895,0.5032894736842105
421010083012,"Block Group 2, Census Tract 83.01, Philadelphia County, Pennsylvania",2044,0.016634050880626222,0.5220156555772995,0.02592954990215264,0.9535225048923679,0.0,0.0,0.0,0.003913894324853229,0.016634050880626222,,0.16095890410958905,0.11545988258317025,0.20499021526418787,0.2945205479452055,0.13013698630136986,0.3092485549132948,0.6907514450867052
421010083013,"Block Group 3, Census Tract 83.01, Philadelphia County, Pennsylvania",1192,0.02936241610738255,0.5796979865771812,0.018456375838926176,0.9521812080536913,0.0,0.0,0.0,0.0,0.02936241610738255,,0.287751677852349,0.20889261744966442,0.21644295302013422,0.21140939597315436,0.03607382550335571,0.48464163822525597,0.515358361774744
421010083021,"Block Group 1, Census Tract 83.02, Philadelphia County, Pennsylvania",912,0.04057017543859649,0.5219298245614035,0.0,0.9287280701754386,0.03070175438596491,0.0,0.0,0.0,0.04057017543859649,,0.11293859649122807,0.17105263157894737,0.2993421052631579,0.3366228070175439,0.03399122807017544,0.1848341232227488,0.8151658767772512
421010083022,"Block Group 2, Census Tract 83.02, Philadelphia County, Pennsylvania",1898,0.03635405690200211,0.49631190727081137,0.0036880927291886197,0.8998946259220232,0.0,0.0547945205479452,0.0,0.005268703898840885,0.03635405690200211,,0.30979978925184404,0.2513171759747102,0.27344573234984193,0.11116965226554268,0.04214963119072708,0.4792176039119804,0.5207823960880196
421010083023,"Block Group 3, Census Tract 83.02, Philadelphia County, Pennsylvania",977,0.03480040941658137,0.49641760491299897,0.0767656090071648,0.8884339815762539,0.0,0.0,0.0,0.0,0.03480040941658137,,0.4022517911975435,0.14841351074718526,0.19140225179119755,0.15148413510747186,0.05424769703172978,0.5714285714285714,0.42857142857142855
421010083024,"Block Group 4, Census Tract 83.02, Philadelphia County, Pennsylvania",1108,0.010830324909747292,0.5108303249097473,0.0018050541516245488,0.9873646209386282,0.0,0.0,0.0,0.0,0.010830324909747292,,0.18682310469314078,0.31137184115523464,0.2888086642599278,0.15703971119133575,0.046028880866425995,0.4935064935064935,0.5064935064935064
421010084001,"Block Group 1, Census Tract 84, Philadelphia County, Pennsylvania",1175,0.0,0.5327659574468085,0.026382978723404255,0.9668085106382979,0.006808510638297872,0.0,0.0,0.0,0.0,,0.4280851063829787,0.15914893617021278,0.23914893617021277,0.13106382978723405,0.028085106382978724,0.7137681159420289,0.286231884057971
421010084002,"Block Group 2, Census Tract 84, Philadelphia County, Pennsylvania",1244,0.012057877813504822,0.5192926045016077,0.0,0.9509646302250804,0.0,0.03697749196141479,0.0,0.0,0.012057877813504822,,0.567524115755627,0.16639871382636656,0.16157556270096463,0.09646302250803858,0.008038585209003215,0.5502183406113537,0.4497816593886463
421010084003,"Block Group 3, Census Tract 84, Philadelphia County, Pennsylvania",438,0.0,0.5,0.03881278538812785,0.9611872146118722,0.0,0.0,0.0,0.0,0.0,,0.2465753424657534,0.21232876712328766,0.15753424657534246,0.319634703196347,0.04337899543378995,0.11538461538461539,0.8846153846153846
421010084004,"Block Group 4, Census Tract 84, Philadelphia County, Pennsylvania",684,0.1388888888888889,0.6622807017543859,0.029239766081871343,0.8070175438596491,0.0,0.024853801169590642,0.0,0.0,0.1388888888888889,,0.25877192982456143,0.14327485380116958,0.26608187134502925,0.25292397660818716,0.03070175438596491,0.48148148148148145,0.5185185185185185
421010084005,"Block Group 5, Census Tract 84, Philadelphia County, Pennsylvania",962,0.029106029106029108,0.6756756756756757,0.0031185031185031187,0.9677754677754677,0.0,0.0,0.0,0.0,0.029106029106029108,,0.37422037422037424,0.17567567567567569,0.2130977130977131,0.19542619542619544,0.016632016632016633,0.4647887323943662,0.5352112676056338
