visitor,home_geohash,home_cbg
ce65ac67733b4c61fafd0a0bd5e2ade4d2194598fce1be8fdfd76ba12128376c,dr47rtn,421010100003
9bc57e6cd675c04b76e8bc253e978229951e5c2b2df83dba0ac9265b60792d78,dr47rux,421010112004
554fa481f8c5a3ef3c87c6b7b2dfa61f9db04573fcce892d2050cfeae27bb789,dr47pkd,420454026001
68422553e082997191255c506ab54aa03460ba254025d6f8d92763c2ff5d4108,dr47pun,421010063002
0c5e2ccc7b6dd8a09a652f2e16f805b9ca5cd49b2a725ed222caaae0c4d589c1,dr47rgh,421010095003
e5b395615a0aeaa4e488b8bb13dc78570bb2bbdca0616a272cec280a3950e4f2,dr47rv5,421010101001
99cc73f7e82f2258ed54a65eedbfb0f1bccd9fc291e8f3cf852595f28dba093e,dr47rzk,421010118005
682b9a7635a6968a18a48c14b233ea702e770383e20db1ccf73acaa7fa056238,dr47put,421010064001
e5dc429ca64495a29912ce5d6627299848c343cc1c8cdb9fefc6cfa318912a35,dr47zpv,420912031053
2b0646c6cf1e38b9b7073655cbdbc0c63401797addfc1020fa4fef811a76d288,dr47pgw,421010063003
098e428effe848fc61129574743703198324fc641c04e67ec554ba89bd194f08,dr47rvk,421010101001
1b341a1c899d687801cf4fef1c5d971069386ff0de419cfc4838355c98ffbc89,dr47ruy,421010112004
8dda8859f34a415fb0bf3753772e364c7dd0c8f5915378da4053750b77d06432,dr47ruy,421010112004
93ecbf6b53d7379ad8afa76dbbe0c8b2e8ecfadbe5a7c20f999255a6c5173df5,dr47pfh,421010060004
42e3d8413b27048a91f6b96265e5a8fae14f1a05a0d16415e9026c8fae50086b,dr47rtw,421010114001
daf7946183c1dc66a0cd326636cbd245ed2b909ca0fc2d8e71827cac3f0bb41b,dr47phh,420454016002
4ca1aa901d61bc7c0685e454cf978863aa3a1c2ce7df7a857fb32c91916ee2aa,dr47rsk,421010100002
95d7756adafc0f73c1d225577541b2056c5b3fb1804c0010fba25b4c28c1db25,dr47rb4,421010082003
3ad2a4995515285311dec28a277a0ec67a6ea241d44f7a14bb5f5a133e8c492c,dr47rgh,421010095003
0d98853b01a4477d9540d77ef26625fb1919d434ac2fd81a773bade31fe8e854,dr47p64,420454028001
fb6c3c804c4418f410a6d832363cd161dc4871d6d07eb0918f2b37a7f3ddb5b1,dr47rbq,421010081012
7b3d397fa225ab7a3dd66e19b47952bd78be7b50f053df5d3327be90f4224167,dr47ruv,421010112005
2be1c8e341073045b3aa8786740e6a4c2d52ae39bb62696b86059338d92ec1d7,dr47p78,420454026002
1cdd10f6593a3398760da1a039118aa1fdfd3d1d580115d5ece141f54846a098,dr47r8w,421010082006
01aaff10ed3249c82d8ef09f049abbeb8af1679fa363709669868dc46e5034aa,dr47pfw,421010062004
9ad626d189f932c22dbfc1a4ff413ffc55917f661c2d2f93b68d7bd56a56e92e,dr47rbm,421010081012
c1c5b0c500a40a597eaf4b2edf22eb03313fb7229013b5c881fe34dcfb3e58c4,dr47rt4,421010100004
46b5a1cbbd21effabd9bfa24b81a8a1e4ad6903ce5a0d99e51eb996ee9af43ca,dr47rf7,421010083022
dc7664d2d5c96f4b72ac81eefb6da76068ea5aa87e7a09f6b811955536b730ef,dr47pfy,421010062004
9bf5e7906619cffe519cf7b38c2989aa8b23e9e49f578678190dcd581c9c4872,dr47rmb,421010098011
3377ea618d27cb0ba624feb09b032f4d8cc03c53c9c01c4fa71393724017ca43,dr47rtp,421010101006
8faaa4f44959aa582021916dff84d24afd736527f117bec57d1c36da34d16bb5,dr47zut,421010218001
f3d3c1353313ead2137ffb6b73d3440bd8a08cc6cd183fd8f22771dc06956a32,dr47pz2,421010065005
ba44fd9524c5c06145cd9c11c3868d53a905889e825ea6e647b682fbee8ac047,dr47r0r,420454018002
