safegraph_place_id,latitude,longitude,location_name,street_address,raw_visit_counts,distance_from_home,weighted_visit_counts,count_home_cbgs,visits_top_10_hours
sg:004461a947e94c5290bd5f3e0488a16f,39.952706,-75.164778,Dilworth Park,Market St & N 15th St,226,7453.0,2712.0,30,4.4
sg:14a2a83e1b9042e8acd41b9d5066e982,40.077943,-75.029891,CHAPMAN FORD SALES INC,9371 Roosevelt Blvd,29,7049.0,464.0,3,2.1
sg:1a3ab49c52c74de9b452db6f30fbada7,40.005618,-75.0958,Dunkin',1820 Torresdale Ave,40,3876.0,360.0,10,1.8
sg:1f059cf60ee442b78cb551c474952294,39.928672,-75.175152,Technesia,1805 S 18th St,43,405.0,1247.0,3,1.8
sg:2b9ee74a31254cb88faa8e6fd4599bef,39.960158,-75.240062,Something To Grow On Educational Center,5924 Chestnut St,18,4471.0,2295.0,1,1.4
sg:35e7c9ecd48340068644e8ad7a5e4e01,39.968051,-75.156529,El Skinny Grocery,830 N 12th St,30,5893.0,1875.0,2,1.5
sg:76d123b75c504072be8cbe73086c223d,39.916145,-75.16465,Nifty Fifty's,2654 S 10th St,45,1377.0,945.0,3,1.8
sg:91fbe3de6aeb4ca59531190679e7e028,39.993739,-75.13158299999998,Sheppard Isaac Sch,120 W Cambria St,12,,126.0,1,1.0
sg:976bd3d6735b4df49f3ef6f3ef748629,40.036133,-75.04048900000002,Santucci's Square Pizza and Restaurant,4010 Cottman Ave,29,1344.0,319.0,8,1.3
sg:be19312d3a3a4bcd8abd268057977ea1,40.002525,-75.068413,First Baptist Church of Bridesburg,2715 Kirkbride St,13,,1053.0,1,1.2
sg:d4e5a875ba404fffbacec8cecf6e6a82,40.013007,-75.072618,Trinidad Centere II,5024 Torresdale Ave,66,3437.0,6864.0,3,2.5
sg:dcc92377b581440ca9dedc64c2084a28,39.944921,-75.180619,Giant Food Stores,2303 Bainbridge St,24,723.0,456.0,7,1.1
sg:e7411604071146fda7ba28d54a9cbc3e,40.0957,-74.970499,Pfvy Decatur School,Academy & Torrey Rds,27,3857.0,6237.0,6,1.5
sg:f727a7f50ccd483a8d3482f1921296c1,40.026347,-75.14781500000002,Logan Childcare And Resource Center,4802 N Broad St,16,7242.0,1096.0,1,1.1
sg:10adc8074c594914bf5327321e90858a,40.003957,-75.127269,A B & Z Auto Service Body Work,106 E Venango St,12,,2904.0,1,1.0
sg:20438d4d42304d3aa2dd781621d5dd3d,40.009358,-75.174452,ShopRite,2800 Fox St,333,2956.0,8991.0,53,6.4
sg:2ed01398f58f4f77ba4631d8c860c5dc,39.954579,-75.163315,McDonald's,1401 Arch St,21,8305.0,504.0,3,1.2
sg:558fbc08b88e453fadf85d4e3e176202,40.031107,-75.06286999999998,Bella T's Pizza,2900 Levick St,30,5872.0,3735.0,2,1.3
sg:66f7b643197c4dfbb65849f489b04d84,40.055372,-75.08959200000002,Sunoco,6865 Rising Sun Ave,72,1331.0,648.0,6,2.2
sg:80346a7126ad4ccf968a77a4323a585b,40.038488,-75.124104,Bravo's Pizza Seafood House,5734 N 2nd St,36,2978.0,5814.0,2,1.4
sg:91edd3dde084432eae19a1a357f0acb8,40.08948400000001,-75.22521400000002,Morris Arboretum Park,Morris Arboretum Park,19,3726.0,760.0,2,1.2
sg:9a928161e8a64adaae1e71f7e8b2f6cd,40.081739,-75.026763,Chick-fil-A,9711 Roosevelt Blvd,172,4333.0,1892.0,33,5.5
sg:a0cd24ec56a54c72a44d604bba2081aa,39.943258,-75.168766,The Baker's Jar,625 S 16th St,21,5286.0,4851.0,1,1.1
sg:a52e1c39724043bba65f8c4e7507c9b2,40.063976,-75.153563,Dawns Breakfast,7182 Ogontz Ave,17,30351.0,8058.0,1,1.0
sg:a79a0dc8ce0847ea805c09418abc496e,39.944053,-75.16996400000002,Indian Restaurant,1634 South St,15,,1440.0,1,1.1
sg:cc0625f838864cf98c680e39558685c1,39.98775300000001,-75.16865899999998,House of Prayer,2160 N Van Pelt St,29,2177.0,4495.0,1,1.4
sg:cc2aa08489a74290bff3ee43b0d60aca,40.03442800000001,-75.215917,Dream House Asian Bistro,6127 Ridge Ave,13,3463.0,364.0,2,1.0
sg:ef14902781924412ab1600c371d31e91,40.044881,-75.145184,Johnson Childcare Center Inc,6000 Old York Rd,10,2362.0,1700.0,2,1.0
sg:0c0ce8eaf2244852a18fe885af7c374c,40.005814,-75.105775,Gaetano's Pizza,1135 E Erie Ave,23,3964.0,943.0,3,1.0
sg:1f7c1d793a4f4087bad6155cadf8b4e6,39.946733,-75.245592,Boost At Anderson,1034 S 60th St,18,1857.0,189.0,1,1.0
sg:218e00790ca64e0197e66cc37b1de642,39.945807,-75.217315,Massage Enby,4811 Springfield Ave,22,2265.0,2277.0,1,1.3
sg:282ee62f5f4840408912604d04171b57,39.959481,-75.222787,Care To Learn Child Development Center,5044 Market St # 46,23,5311.0,1403.0,2,1.2
sg:2c92ec68305149039dc2bdda63c7aec3,39.912524,-75.15,Popeyes Louisiana Kitchen,2743 S Front St,55,8504.0,495.0,13,2.9
sg:3b65e306602548d5be1e162c752317bb,39.95803,-75.210899,Keenan Auto Body an ABRA company,4436 Market St,16,4698.0,1424.0,1,1.2
sg:4e60fb6ea7f348208082c40d492cb415,40.01888,-75.09902199999998,Sramila Aithal MD,1331 E Wyoming Ave,82,20370.0,17917.0,9,2.8
sg:526715fd14a7440285c6043c6ceb48dc,40.006373,-75.150316,Brother's Food Market,3516 Germantown Ave,22,14379.0,6534.0,2,1.0
sg:575b505bffbe428f87bdf8066c7ac251,39.91627800000001,-75.217011,C&C Auto Parts II,6308 Passyunk Ave,12,,402.0,2,1.0
sg:62592787deb4430f977e69aafec0156f,40.012454,-75.096598,Piccoli Playground,4359 Castor Ave,107,3735.0,12198.0,8,4.2
sg:7d211aed2c4142a5a3ffc943c9d03c97,40.033413,-75.124382,St Thos Orthodox Christian Center,5422 N Mascher St,18,6785.0,1962.0,1,1.1
sg:aae04823bacb4f739fadf7bd9c7e9a01,40.044561,-75.114315,Tacony Lock Systems,155 E Godfrey Ave,19,8097.0,10127.0,1,1.5
sg:adc5104c8dc244bd9c12a129ca3ee480,40.125877,-75.02082,Irina's Beauty Parlor,12035 Audubon Ave,13,8992.0,793.0,2,1.3
sg:b1986bea555e41cfab77618ed5150a94,40.096475,-75.00439200000002,Asian World of Martial Arts,11601 Caroline Rd,38,2737.0,893.0,4,1.6
sg:b560ba8f82134e7f8b6c4246b90613f3,39.999425,-75.179354,29Th & Chalmers Park,3001 W Lehigh Ave,94,5841.0,2209.0,10,3.3
sg:b6a910758abf4abd8faf9c2fd2abdfae,40.029674,-75.09944899999998,America's Best Contacts & Eyeglasses,4600 Roosevelt Blvd Ste A-3,36,3300.0,306.0,6,1.9
sg:cb2424514b4f4c5eb9ed6dce2d045993,39.98844,-75.155353,Hem of His Garment,2317 N Broad St,10,8020.0,825.0,1,1.0
sg:ce770847f4fb46c2921691268c34c48c,40.025507,-75.174922,Hung Hing,348 W Queen Ln,13,,8632.0,1,1.0
sg:e50321e85dc5427eba19701dff1f9426,39.932729,-75.160287,Women's Fitness Solutions,1324 E Passyunk Ave Fl 2,14,5554.0,1400.0,2,1.1
sg:f861e13a456d4f27b7bc123b64fa4546,39.994453,-75.091976,Aramingo Super Center,2539 Castor Ave,509,2777.0,13234.0,69,9.8
sg:0003e5a379604393b0dc6e9bce0058b2,39.982323,-75.239349,Little Caesars,5901 Lancaster Ave,29,5941.0,319.0,8,1.2
sg:137c008424144db8a90b5539740f1139,40.07555,-75.032377,Northeast Shopping Center,9173 Roosevelt Blvd,302,4073.0,3926.0,47,7.9
sg:2b273795b2344cb6943b3cec5773bcdd,39.955205,-75.20917,Walnut Foods,4301 Walnut St,84,1744.0,2478.0,20,3.0
sg:3e71045671774edabe0444a81224bb0e,39.984417,-75.15978199999998,Fontain Deli Market,2027 N 16th St,17,5371.0,306.0,6,1.2
sg:41e9c5cd77614d40afeac1d4148dd7d6,40.047924,-75.058487,Popeyes Louisiana Kitchen,2311 Cottman Avenue Roosevelt Mall Annex,67,2831.0,737.0,16,2.5
sg:509a4cf6dc4e4608a9a739654a54d197,39.992113,-75.128854,Santiago Grocery,2750 A St,26,,1599.0,2,1.4
sg:56a868ec85d24055b62e047817431a20,40.026655,-75.03786,Puddin's Cake Corner,4814 Princeton Ave,18,,1197.0,1,1.2
sg:65fac8a26de34999b659c71b95f16d97,40.070251,-75.010911,Joseph J Robinson DC LAc,3110 Grant Ave,36,14010.0,2880.0,1,1.6
sg:72c9902623f843228246635dfe37e984,39.951007,-75.17838499999998,Rosy's Taco Bar,2220 Walnut St,15,3050.0,1200.0,1,1.1
sg:9a46d08a374747298e9abb371bd8b5c1,39.965426,-75.166884,Mural Arts Philadelphia,128 N Broad St Mural Arts At The Gallery,12,,2736.0,1,1.1
sg:a206b5c123d54b5abb11ee5c54417337,40.02796,-75.062112,Rita's Italian Ice,6200 Frankford Ave,53,1989.0,2544.0,6,2.8
sg:a30020fb170d41758462b9b0cfd3af56,39.99437800000001,-75.11470200000002,Conwell Russell Ms,1849 E Clearfield St,30,2942.0,915.0,5,1.5
sg:c7a26a3cf1204c19a353b1c82e9855f3,39.958402,-75.223455,K & L Tot Spot Academy,42 S 51st St,25,1583.0,8375.0,1,1.1
sg:cc18ada4412f4c99a6a7a0c848c143d2,40.072294,-75.03110500000003,New England Pizza,2417 Welsh Rd,55,1774.0,1265.0,13,2.5
sg:df3d5e1ac2e0476e9d6f23dd6484468e,40.039474,-75.028922,Re Bath,4201 Decatur St,17,3345.0,459.0,4,1.2
sg:edcf67672fd04926afdf76d924b58387,40.054387,-75.089744,Powerhouse Gym,505 Knorr St,30,6233.0,2430.0,1,1.5
sg:f2014bda58e74862b55e9e49e4dd112c,39.914163,-75.23536700000002,0 24 Hour Emergency Towing,7033 Passyunk Ave,33,14100.0,9504.0,2,1.4
sg:00ef052069d44a5e983a4fce4d20e5b9,40.08194500000001,-75.04269599999998,Loise Cosmetics & Beauty Supply,9200 Bustleton Ave,63,4087.0,11088.0,6,2.4
sg:0d45eb4ca4134f37ae19926ee487d541,39.992292,-75.12070600000001,Morris Auto Parts,2861 Kensington Ave,24,9117.0,384.0,3,1.3
sg:1763b352e6e24907b68025200fd261e3,40.064179,-75.054419,Wawa,8144 Castor Ave # 8152,79,2563.0,790.0,10,2.4
sg:30afa4edb6784574b024978a6c4117e6,39.982904,-75.104676,PrimoHoagies,2703 E Clearfield St,46,2752.0,2852.0,3,1.9
sg:34699a05fd644fb6ad52957e8bc69a2b,40.023925,-75.149381,Broad Street Academy,1434 Belfield Ave,25,3267.0,1675.0,3,1.6
sg:42c9360cca6548918666295d3b931303,39.988051,-75.10554499999998,Johnny B Place,2403 E Allegheny Ave,16,5466.0,288.0,2,1.0
sg:4a3cd86e8bf34fd79bd41c609013c82e,39.997235,-75.178358,Sanmiguel Grocery,2841 W Lehigh Ave,12,8112.0,306.0,4,1.0
sg:572f129006204cceb34143f27a5b0d52,40.040613,-75.012497,Double Tap Shooting Range,4730 Blakiston St,16,9945.0,344.0,1,1.2
sg:603a01004cbc4e758e48d0441dd566df,39.971165,-75.22605300000002,Myra's Vitamin and Herbal a Wellness Center,666 N 52nd St,40,1953.0,340.0,7,1.9
sg:69fea96e948642dc853b1b2c28c07353,39.92987,-75.159653,Grumpy's Tavern,1525 S 9th St,15,2166.0,675.0,2,1.3
sg:85e27a38313549bbbf757a48c74f3763,39.937867,-75.186861,Buster's Barber Shop,1233 S 26th St,16,3674.0,2104.0,2,1.1
sg:9676e03ced5c4ca0bcc1425f5f3c017a,39.990779,-75.241896,Bawa Muhaiyaddeen Fellowship,5820 Overbrook Ave,10,,320.0,1,1.0
sg:a669aa46e0e9459f8a0b8d719c560010,39.951639,-75.15267,China Pagoda,701 Market St,19,16545.0,1444.0,2,1.1
sg:bfeb0ce65043441a9e296be1df7b0c1c,40.062006,-75.15446700000003,St Athanasius Immaculate Conception School,7105 Limekiln Pike,27,4159.0,2484.0,3,1.2
sg:cfc89f427b7740959474799f7ff51614,40.025501,-75.030337,Americas Quality Tire,5019 Cottman Ave Unit C,25,10486.0,425.0,3,1.8
sg:d3194c8403204db899e6a9c9006d6bb6,39.933649,-75.215122,ConocoPhillips,5364 Lindbergh Blvd,26,4211.0,247.0,3,1.3
sg:df756694961848a3ad30c9e068278353,39.924617,-75.161194,A Lin Kitchen,1942 S 9th St,11,2703.0,110.0,4,1.1
sg:e1e6b481bd7a44a6b3fbcba9f750f96e,40.01775,-75.0951,Supremo Foodmarket,900 Orthodox St,111,1796.0,1998.0,21,3.3
sg:0a0fd819400d4f3ea3b80ef15b4cbd10,40.027243,-75.110271,Sunoco,3951 Roosevelt Blvd,52,3659.0,416.0,6,2.0
sg:0a3bd4d1b6b54964aaa43a3cfa651374,40.072208,-75.179932,Modern Maids,1061 E Mount Airy Ave Apt B10,20,9430.0,280.0,1,1.2
sg:0ff430e39a6d4ba0b640fbdb752c81e8,40.072185,-75.178211,DEB Opportunities,1100 E Mount Airy Ave,53,4878.0,742.0,5,2.2
sg:3832166d484d4e6abf28d8a9ac7b848f,40.055407,-75.126651,Award Concepts,500 W Cheltenham Ave,20,3473.0,180.0,4,1.2
sg:3dc0a7c8c6ea42c89810832e1cedc1fe,39.949304,-75.15908,Hoshi's,126 S 11th St,43,13243.0,4042.0,3,1.7
sg:3e83158ee651490e910ee41ad82ed30d,39.901896,-75.16712199999998,Lincoln Financial Field,3501 S Broad St,15,18061.0,180.0,1,1.0
sg:41d3f2ed108940fc9d84019008f1dadd,39.920898,-75.17368499999998,D'jakarta Cafe,1540 W Ritner St,16,861.0,128.0,4,1.3
sg:43ed6765603e444ca7148945388744f2,40.018283,-75.149982,Express Breakfast and Deli,4240 N Broad St,75,2519.0,750.0,7,2.2
sg:52553931201f469186ae90d1a6476c30,40.0322,-75.131718,Aces Design,5310 N 5th St,10,979.0,150.0,3,1.0
sg:67e67bb3cf8a431daddd43726f528887,40.007313,-75.098546,D N J Flowers,1501 E Luzerne St,44,2828.0,1122.0,3,1.9
sg:6fcdb2bbd1844adc88163e89b194b404,40.06800000000001,-75.006304,Brick House Bar & Grille,3334 Grant Ave,13,2933.0,273.0,2,1.2
sg:70e73f4439b14237990bb390a18983e7,39.990521,-75.116187,LJ's Cafe,2958 Frankford Ave,79,4759.0,9006.0,6,2.4
sg:77db5221a321406aa042112bd83bf151,40.025474,-75.149641,Fresh Donuts,4700 N 15th St,34,4084.0,1054.0,5,1.4
sg:866a657f5753427986ab61ac7f42b5df,40.039043,-75.17071700000002,Advance Auto Parts,312 E Chelten Ave,51,5462.0,1275.0,8,2.0
sg:c2be7933be4c4a0a87398325d8757c49,40.020599,-75.084124,Lipniski Frank DDS,1401 Harrison St,28,3014.0,25326.0,2,1.5
sg:c844a06e0cbf4e2d80d5ffb032272ed0,40.014526,-75.070812,Asi Mari Salon,5200 Ditman St,19,4466.0,1102.0,2,1.2
sg:cb6c355d7f80445194908c9ead8777e8,39.936381,-75.170618,Indulge Hair Salon,1603 Federal St,10,2930.0,2720.0,1,1.0
sg:da5633dca84343b18a47fa9b7ff00ab5,40.006237,-75.125614,Cesar I Mesia MD,160 E Erie Ave St. Christophers Hospital For Child,19,26574.0,190.0,3,1.1
sg:e46a8259dd2248f5b69a2694ceba0323,40.053353,-75.141264,Alfonso Clark DDS,1344 66th Ave,27,6204.0,810.0,5,1.4
sg:e54821c96386426e878dd4eeefb4a7cc,40.01478400000001,-75.12797900000002,Fortaleza Rehabilitation Centers,133 W Hunting Park Ave,42,4971.0,2100.0,6,2.1
sg:1060db0304ae4e7983316ab1298cba14,40.003415,-75.221016,LUKOIL North America,4400 City Ave,12,7100.0,96.0,1,1.0
sg:1063a4043f42483896f5255c7d5b33e3,39.946987,-75.165701,Volver,300 S Broad St,13,21876.0,2379.0,1,1.2
sg:1afbd4a0a58244749241dc670449a600,40.106805,-75.010413,A&A Auto Towing,11500 Roosevelt Blvd,50,9046.0,1525.0,7,2.0
sg:222b5faabd9d4e319e9370efda6e6158,40.032938,-75.12433399999998,Glace Brothers,5400 N Mascher St,18,,6264.0,1,1.1
sg:2c870de6f705481fa1109ba159351101,40.043183,-75.15880899999998,Rite Aid,5301 Chew Ave,68,1319.0,884.0,11,2.3
sg:3166e9db9cd84c9dbb555e9c780d03ea,39.96,-75.168104,Main Line Audiology Consultants,2 Franklin Town Blvd,15,10346.0,7380.0,1,1.1
sg:38e0e76c4d264d30b4763910753bcf80,39.96801,-75.162312,Lorraine,1502 Brown St,10,3884.0,2230.0,3,1.0
sg:3a8db0ae6a7a40de9c2c3487f52394fa,39.972453,-75.226316,Carroll Park Breakfast Restaurant,1236 N 52nd St,34,5432.0,918.0,5,1.8
sg:4d5d8e102b1647bcbe242a43b8dd8493,39.953819,-75.22645,Sam's One Stop Shop,324 S 52nd St,11,1861.0,176.0,3,1.0
sg:7bb4e57564654a63bb2baa76f46d4efe,40.062387,-75.08375500000002,Mr Sushi,7324 Oxford Ave,13,4714.0,130.0,3,1.1
sg:96540db80d7149cfba10df09c2011524,39.92635300000001,-75.168909,Ristorante Pesto,1915 S Broad St,17,1508.0,357.0,2,1.1
sg:993c632061d147838812b37c053b859b,39.951811,-75.161022,SEPTA Transit Store,1234 Market St Lbby Level,63,9178.0,9702.0,8,2.3
sg:a160899ffb6e4b40b617eb19609d8057,40.106281,-75.000263,Wawa,12004 E. Roosevelt Blvd.,162,4958.0,1134.0,20,4.1
sg:a616f28542144cecb22c8375c70fb9eb,40.110782,-75.024459,Ezbuyback,10871 Bustleton Ave Ste 232,20,1912.0,530.0,5,1.2
sg:ba25bd0ca91c426f9ae6b98d85ad6711,40.004885,-75.180226,Pep Boys,3118 W Allegheny Ave,29,6615.0,2088.0,3,1.3
sg:c61c145ddf744564b44b70bb85e8fd99,40.041441,-75.192123,Bible Club House,6518 Lincoln Dr,24,24197.0,23172.0,1,1.5
sg:ce973ab100d34fd197e29e37d426cc40,39.967033,-75.16963,Rite Aid,1924 Fairmount Ave,25,905.0,425.0,3,1.2
sg:d80092e5aa7f4a4a858783617e9783b8,40.044845,-75.123745,Franciela Grocery,200 W Godfrey Ave,40,2802.0,5780.0,2,1.4
sg:e694a1b03c284221924dc25bc4b57e25,40.060404,-75.084616,Chase's Hop Shop,7235 Rising Sun Ave,24,3266.0,492.0,5,1.3
sg:f634a14c6ecf48b99692a781a92d6af6,39.914525,-75.224205,Quick Lane,6701 Norwitch Dr,10,6900.0,355.0,1,1.0
sg:fc3edc975b3948d5af514776ee657630,40.00447,-75.145322,Thompson's Auto Service,3418 N 10th St,26,4479.0,1053.0,1,1.4
sg:00ee7ad947de4f29ab81943156452f8e,40.02657,-75.173188,Marv's Auto Repair,250 W Queen Ln,25,,7625.0,1,1.3
sg:06a6683e34e643349b5df3fdaa1b1389,39.919341,-75.208548,Ball Busters Billiards Room,3265 S 61st St,44,6325.0,1650.0,4,2.1
sg:0ded9b1219504a93b9a199b040c5fbd1,40.021528,-75.122232,Prince Pizza,201 E Wyoming Ave,22,2162.0,319.0,1,1.5
sg:1828e8565a1f48e68a86e4e176bcea8a,39.990816,-75.226146,New Testament Church of God,2227 Bryn Mawr Ave,20,4483.0,2690.0,1,1.1
sg:1d80048940324b9b86912f1b65705e4a,40.044247,-75.143168,Checkers Drive-In Restaurants,5943 N Broad St,69,4242.0,2139.0,7,2.5
sg:309e84dba3354a9b87728fc805ff14cb,39.91796400000001,-75.168736,Venuti's Music Store & Studios,2539 S 13th St,39,1183.0,4251.0,6,1.4
sg:347938b87b01459d8ab78ab513f849b3,40.07247,-75.032816,Car Spot,2375 Welsh Rd Ste A,49,1666.0,1421.0,11,2.3
sg:46be3964fce8480f97f33258d30dba95,39.950638,-75.16356800000001,Stay Alfred at Griffin Center City,1338 Chestnut St,16,11458.0,544.0,2,1.2
sg:46c9a4ccc34c419f905d202104794631,39.955285,-75.213886,Watutsi Pub,4600 Walnut St,49,4305.0,4949.0,3,2.1
sg:4b568d7bc2ec4a05af79851010d6b4d4,40.06602700000001,-75.14443100000003,Sunoco,1700 W Cheltenham Ave,39,3929.0,3042.0,6,1.7
sg:581555b3e30349579ae04068246fade8,39.92852,-75.232709,Tint It Is,6230 Greenway Ave,55,2917.0,3465.0,3,1.9
sg:6c240aeac46649ae975c3cca568bd3c6,40.01003,-75.098345,Pupuseria Sabor Latino II,1446 E Hunting Park Ave,33,2374.0,858.0,1,1.4
sg:8267930d5e5a4a7da33e104c691daea5,39.995141,-75.226342,Victory Moving & Transportation,5000 Woodbine Ave,11,,1452.0,1,1.0
sg:8452af863d374b488983c3bbf9f6b45d,39.934991,-75.155035,Pho Washington,600 Washington Ave Ste C & D,12,7382.0,126.0,1,1.1
sg:a9aeb15a1aa84a4db7aede0fdcce52d4,39.964374,-75.14007,North Bowl,909 N 2nd St,28,2639.0,3164.0,3,1.2
sg:c1916eadf635465da01d52363c3e1d1d,39.999341,-75.16653199999998,Pizza Center,2929 N 22nd St,26,4421.0,481.0,5,1.1
sg:ef4956e01ba94a78b17626df81792c02,40.043445,-75.121477,Bethel United Church of Christ,6101 N Mascher St,48,5351.0,5088.0,1,1.6
sg:ff2a00264a214bb79a352c5c689d1a06,39.9647,-75.166041,St Stephen's Green,1701 Green St,15,7782.0,3810.0,1,1.2
sg:08a15a1b83894965be6b854442748325,39.989742,-75.11739399999998,Trinity Presbyterian Church,2905 Frankford Ave,24,6683.0,492.0,5,1.6
sg:520639fb4a7e4ac6ac2d77397209b2ac,39.954035,-75.162447,Trader Joe's,1324 Arch St,32,3192.0,736.0,6,1.7
sg:5b057c2d51d742a7a2c3408c0b7b1135,40.004106,-75.102478,Merritt Square Park,1321 Steinber St,64,5817.0,10816.0,3,2.1
sg:9099f56d828f4c9183a9c2f9706fbcb8,40.105687,-75.005036,JDM Engine,2181 Bennett Rd,24,3144.0,3420.0,1,1.1
sg:942a8e37e3fc403bb81679a171ada483,40.028666,-75.20950699999999,Roxborough Memorial Hospital,5800 Ridge Ave,107,7233.0,7704.0,9,3.1
sg:ab3038bb554649498a74e15b6233929d,40.062735,-75.073628,Club House of Moss Rehab,7612 Dungan Rd,14,9449.0,476.0,2,1.2
sg:b4781307dcdd4ec6b412de65f0d9c80c,39.983091,-75.24169599999998,Domino's Pizza,6001 Lancaster Ave,37,4610.0,481.0,5,1.6
sg:c3347bb31ff94afba1a40970ebc6efea,40.056616,-75.08836,Rising Sun Pizza,6919 Rising Sun Ave,41,5280.0,3280.0,5,2.0
sg:d7da152639134c548a214021b47e6bc5,39.948941,-75.159099,Nypd Pizza,140 S 11th St,74,13243.0,7104.0,8,2.5
sg:f7e23d8ae1e94ddb91ae40e8a76fc210,39.979288,-75.1121,Hinge Cafe,2652 E Somerset St,16,10919.0,1928.0,2,1.1
sg:1f77e20a738c4ce5819394059cecf081,39.975669,-75.222989,Life Nutrition,5023 Lancaster Ave,33,3209.0,2409.0,3,1.2
sg:21c2d7d3570a4b87b99ee6cec2c16356,39.927744,-75.176964,Sit On It Bar,1901 S 19th St,44,1980.0,11264.0,2,2.3
sg:371744ddf7794ae5b9491c7633eeed2e,40.07287700000001,-75.171738,Evangelical Lutheran Church Of The Reformation Af,Thouron Ave .& Sedgwick,26,7558.0,559.0,1,1.1
sg:420a1f4370c94662b58fabe5ef44f4e8,39.977099,-75.158757,Rite Aid,1528 N Broad St,20,1241.0,210.0,3,1.3
sg:4ee3c9d5f3974969a6d11738acf8fe05,39.993857,-75.136514,Brightside Academy Early Care & Education,2800-60 N American St #60,23,5033.0,2047.0,1,1.3
sg:567909d064ee477fa402cd237ae020d7,39.96691,-75.24085600000002,Made Menz Towing,6031 Vine St,27,,9774.0,2,1.3
sg:5762d999c0a146e0a195ae3054207c81,39.916992,-75.15281,The Wander Inn,2500 S 3rd St,34,8610.0,1360.0,4,1.6
sg:6416bb9e7bd340dea56bce11bdfd701d,39.948792,-75.146101,Society Hill Hotel,301 Chestnut St,11,8086.0,440.0,2,1.1
sg:6acac9f6a3334d3a8404fcabc96a1eeb,40.041049,-75.188034,Cliveden Convalescent Center,6400 Greene St,86,6904.0,7052.0,8,2.7
sg:8733c984cd0f46e1955ae9452f4f0140,39.962205,-75.168286,Dev Technosys,500 N 18th St Apt 1516,25,2168.0,500.0,2,1.1
sg:92377f8b94b248f7befe59b64c7172d9,40.03011400000001,-75.227523,King's Mobile Lock,163 Leverington Ave,11,,2948.0,2,1.0
sg:b3ceec06a62a420ea8cb668feceaf9a0,40.039797,-75.156522,Tom Gola Arena,1900 W Olney Ave,12,7875.0,228.0,1,1.0
sg:bd65dfb5f0754d6a98a17fd99478e9f5,39.908276,-75.245124,Clearview Park,7600 Buist Ave,29,1824.0,2465.0,1,1.2
sg:cac224d0617e44929ddc95b796392004,39.992599,-75.18198000000002,Panda Chinese Restaurant,3024 W York St,60,3919.0,2520.0,7,2.1
sg:d05d0c58445d4031b61e39ea8b75b204,39.97440200000001,-75.221211,Community Training Solutions,4944 Lancaster Ave,17,5656.0,663.0,2,1.2
sg:d8f894bb6df147e0a485f01b4906e01a,40.042687,-75.146061,Styles For You Hair Salon,1501 Conlyn St,32,2837.0,2224.0,2,1.3
sg:ddef7378033d4c338ed783538c08cfbf,40.042285,-75.167474,Shrine of the Miraculous Medal,500 E Chelten Ave,11,4842.0,803.0,1,1.1
sg:df2ccc45307f484fb34175b2b6a9abb4,39.95215200000001,-75.158369,Aramark Corporation,1101 Market St Aramark Tower,29,10090.0,609.0,4,1.3
sg:e1705fdfbc9544b98a0ef9ea9d36f503,40.054329,-75.19194499999998,DGN Properties,200 W Sedgwick St Apt 208,10,,1960.0,1,1.0
sg:e48e2f0f16b447aeae35af13a8a201bf,39.925012,-75.165661,Birds of Prey Artistry & Wellness,1146 McKean St,24,5239.0,1416.0,1,1.2
sg:e9315d9517c64065bd1d0dc3d4e9e146,39.991105,-75.134692,El Rincon,186 W Lehigh Ave,20,2764.0,220.0,3,1.3
sg:ea10b6b63d8e4d929f486e2076d25000,40.034844,-75.189815,Clifford Park,6331 Wissahickon Ave,154,3864.0,4081.0,9,4.8
sg:01e997a87b9749cc9e8ebab15fb9b4bf,39.975706,-75.132274,Temple Physicians at Palmer Park,1741 Frankford Ave Ste 100,14,13480.0,574.0,2,1.1
sg:2307421229604bf5980032c7b10fe165,40.079662,-75.21234,Levick Staci L,8815 Germantown Ave,27,12988.0,2052.0,4,1.0
sg:2860d9cefda848a5b69cf23d46d489fc,39.974634,-75.11923900000002,Pep Boys,2491 Aramingo Ave,17,5050.0,170.0,2,1.1
sg:2da7000ee74e4b48878d205dee32effc,40.030945,-75.103974,Panasian Buffet,833 Adams Ave,23,5111.0,184.0,2,1.1
sg:3db1269761e44b8499af276e5f7db189,39.983514,-75.101561,The Pizza Store,2727 E Allegheny Ave,12,,192.0,1,1.0
sg:7b000aa62b774199884e630ffbfd583e,40.049389,-75.013675,Planet Fitness,8720 Frankford Ave,27,11664.0,621.0,2,1.0
sg:8269fead29f14f0298cd2a0b46261d15,40.006235,-75.125016,John Archer MD,3601 A St St. Christophers Hospital For Children,15,9450.0,630.0,2,1.1
sg:834fa380f6f6497abd8b464c185e9b96,39.999858,-75.208938,9Round,3967 Ford Rd,22,4121.0,2420.0,3,1.0
sg:c7733ec2f81046a1b84b884f47dea85f,40.011655,-75.07695799999998,X Car Sales,4700 Torresdale Ave,50,7566.0,4250.0,5,1.8
sg:c8ebcae15a83420ca857b463274d1db5,39.994324,-75.121737,Martinez Wilson Dejesus,2963 D St,36,2676.0,810.0,1,1.5
sg:cace39bd8ca14e74bc7d266897ff1704,39.955396,-75.198748,Abner's Cheesesteaks,3813 Chestnut St,11,8085.0,99.0,2,1.1
