safegraph_place_id,latitude,longitude,location_name,street_address,raw_visit_counts,distance_from_home,weighted_visit_counts,count_home_cbgs,visits_top_10_hours
sg:fb346b5a7cb04f07b75611cbe3c3ddb5,40.13005,-75.016161,Calvary Christian Academy,13500 Philmont Ave,26,3055.0,1833.0,1,1.4
sg:30020ccb698c4f8aa22e0bb6def20038,40.032706,-75.06314300000003,KFC,6417 Harbison Ave,118,2345.0,1652.0,17,3.6
sg:4e195df3f45e46c694fe7a6937e2a140,39.921187,-75.14648199999998,Rite Aid,10 Snyder Ave,22,1124.0,231.0,1,1.1
sg:4ef98da77c4d48d3b1a61ff21116282d,39.948517,-75.221638,Penn Cafe & Pizzeria,4909 Catharine St,14,,9051.0,1,1.1
sg:4f4592169b5549a0bb3d72ffc31d402c,39.913944,-75.151942,Little Caesars,200 W Oregon Ave,31,2576.0,1333.0,6,1.5
sg:63219a92d2784cfe92e443730e106176,40.04981,-75.184849,Catering By Design,18 W Hortter St,15,561.0,375.0,1,1.0
sg:6b5d2aa897be4060aad16b1096035e33,40.03757,-75.108109,Hong Kong Supermarket,571 Adams Ave Ste 4,90,2288.0,1890.0,19,3.2
sg:72d2c6f1e08340a89265bbf3acc3437e,39.951319,-75.17008,Alimentari,1730 Chestnut St,18,11315.0,3168.0,2,1.1
sg:84333c39f98a4150a2d75e342da739d6,39.96446,-75.234432,Rodriguez Grocery,200 N 57th St,40,2523.0,340.0,6,1.7
sg:86eba750bb4248728a0662eda3216a70,40.029356,-75.08798,Army Landscaping,5247 Roosevelt Blvd,16,3068.0,176.0,2,1.1
sg:9323a35fcc1d4ab2bf92fef014e78b37,39.994336,-75.135953,Pan American Academy Cs,2830 N American St,37,2568.0,2220.0,6,1.4
sg:9ef99e7d21ee42419283577f57c8b8b0,40.056818,-75.07507700000002,7-Eleven,1435 Cottman Ave,18,3174.0,108.0,2,1.3
sg:a473fd7c443448178e0c63f63e27f281,39.995821,-75.143012,Iniely Grocery,647 W Cambria St,61,2059.0,18422.0,3,3.0
sg:bcd8e8d1cec348c1801d424626fc2b18,39.93998,-75.152912,Little Fish,746 S 6th St,13,9001.0,182.0,1,1.1
sg:f60ab0a3a1804ed1aac85622710408e9,39.977341,-75.159328,Pizano's Brick Oven Pizzeria And Grill,1536 N Carlisle St,10,4587.0,420.0,1,1.0
sg:01be21d55bd949728bdf7a6df18a5ea2,39.992413,-75.110927,Family Dollar Stores,3141 Frankford Ave # 59,50,1085.0,1300.0,2,2.1
sg:0815c0c5bd01463cbf9025ec22a8f708,39.979638,-75.268061,Daiki Hibachi and Sushi,7557 Haverford Ave,11,5607.0,121.0,1,1.1
sg:179d5ef8bc62454384182f9d168aaef3,40.034781,-75.0394,Ronald Renzi DPM Renzi Podiatry,4220 Cottman Ave,10,6567.0,295.0,1,1.0
sg:20d2e235385c4f62bcd5b4841a535a3a,39.981092,-75.139372,3Rd & Norris Playground,253 W Norris St # 73,16,2251.0,1648.0,1,1.0
sg:22783fbbd05c40fe95bfd445fdfd1787,40.031701,-75.12609300000003,Bilenky Cycle Works,5319 N 2nd St,23,3734.0,2783.0,4,1.5
sg:291194ecd4364d1098d5c107499bf4fb,40.121502,-75.00058299999998,2HourGlass,13440 Damar Dr,18,9249.0,351.0,3,1.3
sg:3ed55ef9125a420585623aed18a84f17,40.022212,-75.12683299999998,John & Kira's,163 W Wyoming Ave,24,4035.0,456.0,2,1.2
sg:4741a2afaff2417a822926be4111c9ba,40.045602,-75.176245,Morton Food Market,6201 Morton St,23,9292.0,1012.0,3,1.2
sg:4ea20af7fe7840fd9fbb7f8e59cd0082,39.99785,-75.126316,Bethel Temple Community Bible Church,228 E Allegheny Ave,66,1032.0,1320.0,11,2.4
sg:4ee18cd873574b8fa0f9df1ecb543a22,40.032224,-75.091536,Tay's Soul Food,901 Bridge St,40,5085.0,16100.0,1,2.2
sg:5d71cb971e9c42c28cecb162fcc14df8,40.029784,-75.152849,Belfield Deli,1757 Belfield Ave,16,6416.0,13152.0,1,1.2
sg:6425a869871b49c188fd430d236f8ada,40.044944,-75.118091,Adams Run,6201 N Front St,110,2506.0,2090.0,11,3.2
sg:664fdb7246524307a604507dbfa06353,40.082387,-74.97406600000002,Arts Academy At Benjamin Rush,11081 Knights Rd,19,6120.0,133.0,2,1.5
sg:7bd107f6b6e94eebab2befd33be25e93,40.048402,-75.00435300000002,Trumbette Playground,9050 Torresdale Ave,40,6156.0,840.0,4,1.9
sg:886af1d4783f4d81b2de66f878076f53,39.922246,-75.173701,Mi Pals Deli,2300 S 16th St,30,6804.0,1320.0,5,1.4
sg:9151dfbc93f84575a959656a1527a2a3,39.952173,-75.165764,Techmotion Treadmill & Gym Repair,1500 Market St,40,10543.0,480.0,4,1.6
sg:9d7c33288ffa4a57ad87df2b922779bb,39.988114,-75.10555699999998,Sean Thorntons Public House,2401 E Allegheny Ave,15,491.0,585.0,1,1.0
sg:b4d40076f38c4ab899e4d51383d8955e,39.928169,-75.230056,Dollar General,6140 Woodland Ave,65,915.0,715.0,12,2.8
sg:b7e68a61b3774682aa6b7eb0018e939e,39.941719,-75.167879,Philadelphia Sports Acupuncture,750 S 15th St,15,5165.0,795.0,1,1.0
sg:c826ced8070e49379835a379b90a5c97,40.038504,-75.036825,King Food Restaurant,7426 Frankford Ave,22,6189.0,484.0,1,1.3
sg:c826d861c83440aebd91b88771ba4d9d,39.99348,-75.08730899999998,BlueLine Rental,3880 E Thompson St,23,5055.0,483.0,3,1.3
sg:c99623e9eb694341b8ed4ee62cb9d47d,40.056652,-75.052903,Kramer Obgyn Associates,7901 Bustleton Ave Ste 100,12,4288.0,204.0,3,1.0
sg:d0347d5d30e24debae73f68554761aaa,40.058537,-75.164287,KFC,6240 Stenton Ave,47,3559.0,611.0,7,1.8
sg:d63dc36cd57b443d95100a98bac0242b,40.056474,-75.144002,Grace Temple Church,6735 N 16th St,11,,1111.0,2,1.0
sg:f6ffc8e90bab4f729cbb60620f5ad25c,40.051297,-75.06655400000002,Big Boyz,1940 Cottman Ave,14,2688.0,133.0,3,1.0
sg:20e3c0c9931042e7bb18409114fdfd87,40.006838,-75.15123100000002,Temple University Health System,3509 N Broad St,10,9387.0,7085.0,1,1.0
sg:3c87b65b566d41e9a318c3262623b696,39.987691,-75.166213,Maxwells Carribean American Take Outs,2201 N Woodstock St,40,5780.0,3340.0,2,1.9
sg:423bd67410c14a8d92e6c0a5013810f9,39.948442,-75.164017,Del Frisco's Grille,225 S Broad St,28,10742.0,4802.0,7,1.8
sg:47fb0d1fb1bb4fd1a8b54da362c4c604,40.012604,-75.08836600000002,Quicky Mart Express,4346 Frankford Ave,25,1132.0,250.0,4,1.4
sg:4f471da45dd34761af8c4e1de721d298,40.080908,-74.995118,Pizza City,3208 Red Lion Rd,18,2352.0,108.0,4,1.1
sg:7262b103eaa344cd89e158547fa149ac,39.999003,-75.108424,DoDo Chinese Restaurant,3403 Kensington Ave,18,1954.0,207.0,3,1.2
sg:83beb6e1dead4d6fa68a8e1fbaf08a0b,39.951815,-75.23338100000002,Boys Latin Of Philadelphia Cs,5501 Cedar Ave,46,2697.0,1955.0,5,2.0
sg:8c01fd8d7c33467585775ecb577e90e0,40.007797,-75.141965,China Garden,800 W Erie Ave,57,11863.0,20691.0,2,2.4
sg:982615950d56411b9662d6febdaa8aa0,40.027362,-75.153997,Vernie's Soul Food,1800 W Eleanor St,48,3334.0,1728.0,3,2.1
sg:a0e5c8ee08dc448c9e7693097abe6a92,40.000429,-75.147649,Education Works,3149 Germantown Ave,29,3483.0,319.0,6,1.2
sg:c2fb5f4be9d24e2ab9c4880d16b50955,40.024381,-75.15633199999998,Allied Building Products,1901 W Courtland St,21,10440.0,504.0,1,1.2
sg:d46cc1e48c8d4fc485780e79c5a3c49f,40.046596,-75.16596700000002,Sky Medical Associates PC,5801 Chew Ave,18,6834.0,531.0,1,1.2
sg:ec5881f1f4d24e648abc8001f6768e0d,40.060067,-75.052384,Di Bruno's Pizza,8004 Bustleton Ave,45,5466.0,990.0,4,1.9
sg:04426001137943b48dc32eb345e463c0,39.925997,-75.24269699999998,Taveras Grocery,1838 S 68th St,66,2070.0,11187.0,2,2.4
sg:089425880f824a5bb243d6080011b832,40.00943400000001,-75.196308,BP,4268 Ridge Ave,35,5652.0,280.0,5,1.4
sg:40a1bde65c92464182d031d59a390c33,40.021317,-75.13409200000002,Pica Pollo Express,4600 N 5th St,16,2981.0,360.0,1,1.3
sg:57dfc080de8d469cb1cac90de34507e9,39.995318,-75.128146,Decoo Grocery,3000 A St,82,3346.0,8651.0,4,2.7
sg:bc3a9c7ff0684d01ba7dc35ba454c18f,39.972941,-75.217366,Family Dollar Stores,4701 W Girard Ave,65,2623.0,650.0,10,2.4
sg:feea5654f4134d16b474811a7da784a8,39.942094,-75.169605,United House of Prayer For All People,742 S 16th St,23,4823.0,345.0,1,1.2
sg:0129e9d1040f44f09463da40cae69d38,40.020091,-75.061003,Wissinoming United Methodist Church,4419 Comly St,38,,6631.0,1,2.0
sg:1427ec6c53ae46b89c000053ee265b4d,39.973747,-75.229105,Super House,5344 Master St,36,3689.0,1566.0,4,1.5
sg:16bafe5c759d47439c7d8c97591b69cd,39.951433,-75.229865,Schott Clifford E Jr MD,501 S 54th St,36,8141.0,1404.0,3,1.7
sg:221c5b4d8b2c488f9a4a15e8859e7f1a,39.946055,-75.183808,Callahan's Grille,2615 South St,83,3293.0,2822.0,9,4.0
sg:2613a02b55d6456faf25a6be041ea6e7,40.000492,-75.16960999999998,House of Chan,2953 N 24th St,48,5406.0,2064.0,8,2.6
sg:2ee81c9c493d4d449c1ca5fb49771ca1,39.95668,-75.169667,Curio Collection,1 Logan Sq,17,7015.0,816.0,3,1.1
sg:41873c9fa40746458c4a585e141dca83,39.987038,-75.160795,ENI Deli,1639 W Susquehanna Ave,19,4547.0,323.0,2,1.3
sg:46305a2a76404fe48bfd3637e4054584,40.060368,-75.234685,Philadelphia Home Inspections,8201 Henry Ave,34,13423.0,3145.0,1,2.0
sg:5aa4d2e795034af5b16a1d76c382eb20,40.02970300000001,-75.146237,Sandwich World,5022 Old York Rd,61,1350.0,671.0,11,2.6
sg:5ba769ef64424b7087087485e1600d66,40.05749,-75.07632,Land Of Happy Kids,1401 Cottman Ave,10,5031.0,650.0,1,1.0
sg:7920e4be78194cca8251829f3427a35f,39.900925,-75.226901,Enterprise Rent-A-Car,7001 Essington Ave,16,21769.0,336.0,1,1.1
sg:794a47f0c65e444e9d0b200fc812c8df,40.000654,-75.150979,The Corner Store,1300 W Wishart St,37,3222.0,7141.0,3,1.3
sg:7b6a957bdb6c40f2900d112d447fa54c,39.980662,-75.24300600000002,Freedom Christian Bible Fellowship,6100 W Columbia Ave,10,,1390.0,1,1.0
sg:922212c7ca2e45458f0c5a2a5de9c13b,40.064488,-75.08420500000003,Rite Aid,7418 Oxford Ave # 32,77,1725.0,1540.0,8,2.2
sg:9b3da790556d444bb8a9034e7f71fe4b,39.941957,-75.145155,New Visions Magazine,503 S 2nd St,20,8492.0,1030.0,3,1.4
sg:a8229a7d7e704b3fa15b8442ccffc435,39.949592,-75.152514,Pizza Fresca by Lamberti,703 Chestnut St,11,8624.0,77.0,3,1.1
sg:d363d6b560dd4ad8a241205e4552de90,39.94593,-75.154907,Penn Gamma Knife Center,801 Spruce St Spruce Building 1st Floor,14,11688.0,2009.0,4,1.2
sg:09e46c0712bc4ee38cd63dbba9d3aff6,39.928288,-75.14871,Dee's Place,1528 S 2nd St,12,,606.0,1,1.0
sg:1be997a5778a446c8e7e8d57d441e3de,40.014391,-75.156099,Mastery Cs Gratz Campus,1798 W Hunting Park Ave,36,8296.0,1800.0,6,1.7
sg:1e9149ba8be541b182069a4ce3144d63,40.004278,-75.1259,Gray Sales,201 E Venango St,24,6247.0,624.0,3,1.3
sg:238a0b4233bd4346b9c74e64546b73a1,39.977791,-75.142216,Honor Foods,1801 N 5th St,75,10519.0,7500.0,4,2.3
sg:627048090ad2479cad30d6daee1a38e1,40.005681,-75.176445,Double D Towing,3235 N 29th St,21,6431.0,5754.0,1,1.0
sg:b56659931b334c7a84c4bca565cd5732,40.039133,-75.14411199999998,Dunkin',1345 W Olney Ave,80,2735.0,880.0,8,2.5
sg:c0c3cc6287ae45dca192add2ed40e8f0,39.952387,-75.15091600000002,The Green Byrne Child Care Center,600 Arch St Fl 1,22,33900.0,7414.0,3,1.5
sg:d0a52f5f10704317856b64714d8bb72c,39.930723,-75.14500600000002,TCC,1300 S South Christopher Columbus Blvd,15,3288.0,180.0,3,1.0
sg:d9049cfcbf3149f9959c5282eecbfd47,39.936074,-75.167573,Osagame Judo and Brazilian Jiu Jitsu,1168 S Broad St,17,7307.0,170.0,2,1.1
sg:db2cfdb1f63e4063b5178dadce2f02b2,39.916069,-75.238443,Harry's Auto Repair,7048 Elmwood Ave Ste 50,10,,1200.0,1,1.0
sg:e2ce61818de8426a9daf5095d86c6468,40.064951,-74.98412900000002,Rite Aid,9910 Frankford Ave,51,1120.0,561.0,8,2.1
sg:ee563db121e7426ba1e4c20c21af1042,39.954815,-75.155879,Vivi Bubble Tea,145 N 10th St,35,5462.0,735.0,8,2.0
sg:2afbaba11e73456b8328bd3a1fdd471c,39.995713,-75.13911999999998,All American Home Care,2921 N 5th St,27,,2187.0,1,1.2
sg:37878599999c42a394433f9c4a317494,40.029641,-75.03571099999998,Dunkin',7221 Torresdale Ave,48,1478.0,432.0,6,2.2
sg:39355aba75914b3780a237270d2923dd,39.94619,-75.160977,Alexander Inn,301 S 12th St,15,2852.0,14115.0,1,1.3
sg:3ed6b100c5c24ef3aec42c34bb8694ff,39.955122,-75.14230400000002,Nirvanaland Essentials,251 N 2nd St,17,10295.0,680.0,3,1.0
sg:4d612a645de44eca8f0bfc35b78b44a1,39.981181,-75.123211,Circles Squares,2513 Tulip St,29,13229.0,725.0,2,1.8
sg:5b0d9099347f4b069084266862d899ea,39.94796,-75.167225,Pen and Pencil,1522 Latimer St,17,9396.0,2754.0,1,1.1
sg:9cfe75d50f644bff9cd51f3f9a01d475,40.030302,-75.016852,Philadelphia House Of Correction,8001 State Rd,62,6774.0,1488.0,4,2.5
sg:9fa787af1b6c4f91ad5f5cbbafcc3f08,39.98569000000001,-75.15866700000002,Duckrey Tanner Sch,1501 W Diamond St,16,3435.0,2704.0,2,1.0
sg:a0faecbd3d6743d2b1f5d469db61853e,39.886091,-75.244854,The Pnc Family Center At Eastwick,8800 Tinicum Blvd,26,19002.0,4329.0,1,1.2
sg:b00c0814550c42b99ed6a5333c7a6257,39.992553,-75.16787099999998,BBQ Town,2150 W Sedge Ave,12,4830.0,174.0,4,1.1
sg:bc81ab62f8d14949a7c07aa638852874,40.023582,-75.04175500000002,Tony Simeti School of Gymnastics,4900 Longshore Ave,69,4883.0,8832.0,5,2.6
sg:cc20c5f8bdf94222b6f84c168dc397c0,40.000249,-75.22031199999998,Norman & Saundra Clark,4401 Conshohocken Ave,27,6498.0,4428.0,1,1.7
sg:dc449c0a707142da92a424e2ebf56e60,39.973499,-75.225984,My Special Angel Childcare & Lrng Ctr,1315 N 52nd St,24,5008.0,432.0,1,1.1
sg:e908bd3d8f4045f3a1b34c7962e3c97f,40.035104,-75.216534,Edible Arrangements,6153 Ridge Ave Unit A,20,6586.0,1480.0,1,1.2
sg:fc09cecfc4f149319c0d21f8f38b0d7f,40.010327,-75.15698,Hadley Pamela L MD,1727 W Erie Ave,34,4034.0,1037.0,5,1.2
sg:ff0f87f3495b494186aca9328a5aaf5b,39.963031,-75.224547,Race Supermarket,156 N 52nd St,77,1733.0,2156.0,3,2.4
sg:151e6d8553dd49088065e26fc4e44fcd,40.104042,-75.004712,Palace Roller Skating Center,11586 Roosevelt Blvd,19,3017.0,836.0,1,1.3
sg:15daa04e9e1c44f5a0122c06aed5a568,39.926873,-75.154236,Jade Palace,1714 S 5th St,30,395.0,17610.0,1,1.9
sg:1f1dd554c9944e0dbea6dbf0933d4931,40.052725,-75.068218,Telectronics Rico Store,1865 Cottman Ave,14,1012.0,308.0,5,1.2
sg:36bc50f5a19c498a94604080ab041940,40.050699,-75.155309,V M R,2067 Medary Ave,45,6738.0,28665.0,2,2.8
sg:3ce7c7f6cecd46f59feaec457760ab70,40.021416,-75.080007,7-Eleven,5028 Frankford Ave # 34,76,9161.0,10716.0,7,2.5
sg:3d37acc0860947ceb0be91a1dc004c6e,39.937024,-75.142545,Sayers Memorial United Methodist Church,61 Catharine Sts,26,9861.0,793.0,3,1.2
sg:40b4f254ede64a33abb6b89ce4915624,39.945445,-75.155579,Scarless Breast Implants,301 S 8th St Ste 3H,16,15092.0,8824.0,1,1.0
sg:4abfadea8fbc462280696cad66d9b3cb,40.033899,-75.21547199999998,The Basement Board Game Cafe,6109 Ridge Ave,19,8463.0,171.0,4,1.0
sg:526fda7e90a246b2a752e469cf8bc009,39.888263,-75.24629399999998,Hampton,8600 Bartram Ave,21,17296.0,441.0,1,1.1
sg:589857a2256a44a08a630c1b2579be8f,39.927554,-75.165988,Stogie Joe's Tavern,1801 E Passyunk Ave,33,1443.0,825.0,3,1.3
sg:6dfe4db623e64a24a07e159ed6da908d,39.924387,-75.171137,Snyder Ave Tobacco & Cigar,1434 Snyder Ave,53,1348.0,1166.0,2,2.0
sg:99a563bb495642e5bd9b444a6eee84d7,39.971616,-75.225615,AM Food Market,1200 N 52nd St,36,851.0,378.0,8,1.9
sg:ab5f81c8cc444a838bb33a1882795693,39.930543,-75.15344300000002,Kron Brian OD,1414 S 5th St,31,7761.0,2046.0,3,1.7
sg:bb034ddf715b4c4280d37705ca194ab3,40.029424,-75.058318,GameStop,6406 Sackett St,13,1019.0,208.0,3,1.2
sg:c3bbaf24ddd24c5dbcdd390bd82d1587,39.937501,-75.165521,C & R Building Supplies,1322 Washington Ave,10,6240.0,85.0,3,1.0
sg:c97d3cbc1bb44b2f9cbc48eecab1745b,40.015701,-75.13771,AutoZone,4201 N Marshall St,43,4168.0,430.0,7,1.6
sg:d8c9ea59cd2f45608836d27ceb16f8b6,39.921245,-75.156462,Weinberg Park,2201-09 S 06th St,86,4442.0,5676.0,8,2.7
sg:db4b621743e74cae8f61d5dd0b29b0f7,39.979834,-75.253585,Convenience food mart,1101 N 66th St,24,1523.0,504.0,5,1.4
sg:e481e0cf5a2d487ea7645c56324fff2d,39.973251,-75.14780999999998,L & M Auto Repair,1404 N 7th St,41,3853.0,5043.0,5,1.9
sg:f5977f7d49c647bd84f8d4fc309b673b,39.962919,-75.246475,Dave's Artistic Tattoo,5 N 63rd St,11,,4224.0,2,1.1
sg:fe2011c280a44523a603e0a2d98225f0,40.043004,-75.10386,Pronto Uno Pizza,5809 Rising Sun Ave,33,3901.0,726.0,1,1.5
sg:004305aabebd427bad9302946a654c14,39.981599,-75.173546,Wellness Pharmacy,2337 Ridge Ave,20,782.0,930.0,4,1.2
sg:07dbbbd55e8049948f4bd64d6fd1b5c7,40.030196,-75.117947,The Crab Shack 2,5305 Rising Sun Ave,85,3460.0,1870.0,16,2.8
sg:165e8dcc633649feb8e50dc5aa808875,39.995559,-75.102519,Kensington Pub,2116 E Tioga St,16,2288.0,208.0,3,1.4
sg:2d94560f2e3e4cc1b4ef2b175f6137be,40.018677,-75.15433399999998,It's Time 4 U 2 Learn Academy,4256 N 17th St,18,,11772.0,2,1.2
sg:2f52707d356140f39ef05bcf4b45e04d,39.946731,-75.144837,Positano Coast by Aldo Lamberti,212 Walnut St Fl 2,11,,429.0,1,1.0
sg:5526b2d352b44554b28534285d97a053,39.951458,-75.229734,West Philadelphia Eye Associates,501 S 54th St,103,8840.0,6695.0,7,3.6
sg:6015fd5637e44b2e9f2365dd30e9f2ba,39.974072,-75.240854,Friendly Friends Baptist Church,6022 Media St,14,6400.0,434.0,3,1.1
sg:7bd0ee3639ba42a2a78014774ccd4732,40.031387,-75.126628,National Collision & Auto Body,5300 N 2nd St,38,5186.0,7467.0,2,1.7
sg:9dced3cd41d54907ae6d2fdb721dac1e,39.924978,-75.16397099999998,Big Charlie's Saloon,11th St Mckean St,19,1858.0,1615.0,2,1.1
sg:c91667148808458b9b428b2178110d39,40.005468,-75.11389,Auto Parts Outlet,3650 G St,18,3918.0,198.0,2,1.2
sg:cab5e2d37d484f218a039da16e0d4bc5,39.981142,-75.137261,Schober Chas,2024 N 2nd St,10,22722.0,255.0,1,1.0
sg:cc0ae493baf9433db272c4ecae8af1a1,40.031994,-75.050382,FlynnO'Hara Uniforms,6801 Frankford Ave Unit G,112,1173.0,1680.0,18,3.6
sg:e1fd729b6b0645878094f2df895794b8,40.025811,-75.225749,Michael's California Detailing,4436 Main St,25,8603.0,1775.0,2,1.3
sg:ebb0703687804f529cff6769544c1005,39.974502,-75.144288,Revolution Fitness Factory,1516 N 5th St Unit 104,38,8202.0,5415.0,3,1.8
sg:02d69da9e1784cac892c56fe74273f91,40.045278,-75.164052,Skyline Restaurant,5655 Chew Ave,25,4436.0,500.0,3,1.4
sg:0a53ce8d7cdc46c9b6e06258ae49de7e,40.025137,-75.12939300000002,Metro Auto Sales,211 W Roosevelt Blvd # 13,46,3793.0,7383.0,4,1.5
sg:0c388fdcda19451c8e982aaa55a6d28c,40.087536,-74.97058100000002,Sunoco,4001 Woodhaven Rd,70,4428.0,630.0,6,2.5
sg:20cf8390d4ba49669e686b0242563d03,40.055614,-75.157882,BP,2211 Stenton Ave,113,1907.0,1130.0,13,3.4
sg:29343669818646538de37589d23b6be4,40.012594,-75.148501,A All American Flowers,Philadelphia Area,51,5321.0,3264.0,3,2.0
sg:3532ad9fb3be4264b525b99e3ebcd6e0,39.958411,-75.199534,Penn Center For Primary Care University of Pennsylvania Health S,51 N 39th St Ste 1,10,12360.0,4930.0,1,1.0
sg:4357d5e9da1b42529fe408712f311e5f,39.92726500000001,-75.236021,Faith & Truth Mission Church,2001 S 65th St,13,7472.0,6279.0,1,1.1
sg:5da9bd622e06415c983705344bd6bf91,39.938262,-75.231169,Bethany Baptist Church,5749 Warrington Ave,89,3021.0,2492.0,7,2.8
sg:600ab05a87914dd78c9cf68be27bcf5e,40.042488,-75.001692,Philadelphia Boat Supply,8900 State Rd,13,17010.0,637.0,3,1.1
sg:6255aabfff814632ba148f5e405260d0,39.968846,-75.251315,Granahan Playground,338 N 65th St # 50,42,8306.0,1533.0,4,2.3
sg:79f4c8390b554286a25391e12f1c5a54,39.925667,-75.160953,Red's Hoagies & Groceries,1900 S 9th St,37,13220.0,2701.0,1,1.4
sg:8dc3b3b54bd545f7a1b9c64d0e5e33c9,40.009386,-75.194781,Thunder Mug Cafe,4233 Ridge Ave,10,5774.0,210.0,1,1.0
sg:981164141340470292c56d8f716b9213,40.084654,-75.022663,Famous Footwear,Whitman Square 9751 E Roosevelt Blvd,10,,450.0,1,1.0
sg:9a6ed1ad35fd465ab7faa9d4cd6eb6cb,40.002527,-75.09813,Don's Auto Body,1941 E Sedgley Ave,26,4236.0,1274.0,1,1.1
sg:b39924502b5448a58df93126c3de728b,40.028823,-75.162663,New Germantown Pizza,4923 Germantown Ave,77,3750.0,6468.0,1,2.7
sg:bba32357c6b14487a6b62fd68734157d,39.921941,-75.149757,McKenna's Pub,153 Snyder Ave,14,1056.0,273.0,3,1.0
sg:bc31615820904987bd99042eb610d6f0,39.949763,-75.15365600000001,Antiques at Jewelers Row,729 Chestnut St,20,8892.0,280.0,3,1.3
sg:d32f49e3e353455589b2df86d77290a7,39.933093,-75.170199,Breezy Flowers,1516 Reed St,38,6419.0,14801.0,2,2.0
sg:d518885d2d894e5aa680ee47ca24cf27,40.040164,-75.057243,Wawa,7001 Roosevelt Blvd,160,2762.0,1120.0,31,3.9
sg:d5923a71eb8b4828938282b8bf324df6,39.992282,-75.135587,Fine Wine & Good Spirits,Plaza Americana 2717 N American St,26,905.0,364.0,3,1.6
sg:f057c6abfa0842f982a35c76457668a4,39.928349,-75.230751,Jam Rock,6155 Woodland Ave,36,1869.0,378.0,4,1.4
sg:00a866e6c7164764b14d3a48c466f1ae,39.916307,-75.16587,Philadelphia Grill,2653 S 11th St,34,962.0,1785.0,1,1.9
sg:178857a53f494e5a917dfd9f3919da74,40.077711,-75.025173,Jomar,2590 Grant Ave,27,3355.0,243.0,3,1.1
sg:2dddb055bc704574b1c2fb3b9097f84c,39.924545,-75.176956,Diversified Community Svcs At Stephen Girard,1800 Snyder Ave,26,604.0,1105.0,3,1.8
sg:32be3ef676be4b678f669a783c44e27d,40.003922,-75.168399,Boss Furniture,2359 W Allegheny Ave,15,1747.0,90.0,1,1.2
sg:5ac290c8c55b4d38a126c8203bb449b7,40.059548,-75.165879,June's Restaurant,6338 Stenton Ave,69,3238.0,690.0,4,2.3
sg:5d91eb5062d34d7fb617039283a29597,40.059519,-75.084843,Sinmoo Martial Arts Academy,7210 Oxford Ave Ste LL2,24,3290.0,1380.0,3,1.3
sg:5e9df3235d1d4ceea6ebd73ef2954c9d,39.955196,-75.209176,Supremo Food Market Philadelphia,4301 Walnut St,53,2469.0,689.0,6,2.6
sg:5ee671f805e246b7b9c539b51787ab25,39.981931,-75.135924,El Sabor Restaurant,176 Diamond St,20,1642.0,640.0,3,1.3
sg:966ca6eb745d43dc9a8dd08d38831cf5,39.926081,-75.182022,La Mula Terca,2053 S Beechwood St,30,14429.0,1650.0,1,1.0
sg:a3352c6a632b4394a18b2fb08e11c84f,39.963615,-75.23414,New Bethel Pentecostal Holiness Church,129 N 57th St,12,1666.0,2376.0,1,1.0
sg:c0dcee0b12df4c44b83f12aaa4ba7c75,39.893463,-75.23850300000002,Philadelphia Fire Department Engine 69,8201 Tinicum Ave,58,6636.0,3799.0,2,1.6
sg:caa87204183e4dd0a10c263d289799c3,40.054344,-75.142732,Safeguard Self Storage,1499 66th Ave,50,5189.0,6025.0,3,2.2
sg:d3e8e33aeab74dc695b00eb4d0b94a89,40.011375,-75.161167,Store Space Self Storage,2001 W Erie Ave,19,6565.0,2470.0,2,1.2
sg:db52f7a5ee944d4d866e341b89de0724,40.041997,-75.179406,Markie J Artistry,6139 Germantown Ave,16,559.0,5616.0,1,1.1
sg:ee32dd9dcb534e4eb30bee656a178df1,40.067779,-75.005886,No 1 China,3348 Grant Ave,25,1766.0,225.0,3,1.0
sg:f1e0c93dd5c8418fad36b5dda49de838,40.033916,-75.072079,Bustleton Robbins Center,6210 Bustleton Ave # 44,60,1872.0,600.0,11,2.2
sg:f69f68593b5346d9bd5f53925b966854,39.936791,-75.158178,Carl's Vineland Farm Eggs,1031 S 9th St,15,7188.0,555.0,1,1.2
sg:156cb7e38e8547988605f11905a7322d,39.973365,-75.252376,Philadelphia Harambee Inst Cs,640 N 66th St,29,4605.0,899.0,5,1.3
sg:1d6cab9b90f54a41b6e3fbec07f6e092,40.052218,-75.010039,Shelly Plaza,8930 Frankford Ave,216,1977.0,4104.0,36,6.1
sg:379e9194d21843a4b26f7790bd72652f,39.926114,-75.168982,Pizzeria Pesto,1925 S Broad St,20,2179.0,330.0,2,1.4
sg:489b3274724c4eaa8f6bd512e60fd04b,39.949019,-75.210145,Clark Park,43 Road And Baltimore,15,2452.0,210.0,2,1.1
sg:4acae2d49c184a0da381efbe9c2c2fc9,39.955926,-75.176384,Arch Gourmet,2200 Arch St,44,10489.0,1650.0,7,1.7
sg:4fb09115fcdc46acb36b79a93f44d854,39.931476,-75.176585,Hae Food Market,1600 S 19th St,13,4659.0,351.0,1,1.1
sg:5f92b996ae104edf896e09fd7d9cceda,40.072493,-75.03280600000002,Green Welsh Market,2375 Welsh Rd,19,1530.0,323.0,5,1.6
sg:62fcc67d293f4f7fb6d87d1bb396bcfc,39.917229,-75.154729,Catch,400 W Porter St,24,3061.0,7188.0,1,1.3
